season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg,xg
2018/2019,2018-08-18,1,00:37:30.989,Barcelona,Gerard Piqué Bernabéu,From Free Kick,1,Head,Open Play,Normal,0,0,0,,112.3,41.4,7.826237921249267,53.69981787565855,0,0.19424194,0.21014105330720517
2018/2019,2018-08-18,1,00:38:28.083,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,1,0,0,fc911911-be61-4fcd-a172-9b7fb06454b8,102.5,29.2,20.564289435815674,18.986974242081327,0,0.20816946,0.09759013868376575
2018/2019,2018-08-18,1,00:40:34.592,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Lob,1,0,0,a0c12aa7-4c6c-49ca-91a0-1797627c99cb,109.3,29.7,14.851935900750453,22.705322834799233,0,0.25097725,0.39746587918338216
2018/2019,2018-08-18,1,00:43:30.612,Barcelona,Ousmane Dembélé,From Free Kick,1,Foot,Open Play,Normal,1,0,0,6746b6f0-d79a-42f7-8580-03deacfce9fa,106.5,33.5,14.983324063771697,27.383506638766608,0,0.15425128,0.18717977388102863
2018/2019,2018-08-18,2,00:02:39.524,Barcelona,Jordi Alba Ramos,Regular Play,0,Foot,Open Play,Normal,0,1,0,37c1fac4-cd00-4f88-86bb-cd1af64ecd2b,116.9,31.2,9.330058949438635,19.24153920560361,0,0.13852757,0.2806814180305
2018/2019,2018-08-18,2,00:08:54.355,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,0,0,,111.1,24.1,18.221415971323413,12.69686267141451,0,0.02289896,0.060918338828404583
2018/2019,2018-08-18,2,00:09:56.388,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,0,0,0,5dec4188-4b3e-4afa-aa9d-79d97c11d082,94.4,24.5,29.926743892378262,13.106694376366994,0,0.019046258,0.016428382827028614
2018/2019,2018-08-18,2,00:10:34.490,Barcelona,Jordi Alba Ramos,From Throw In,0,Foot,Open Play,Normal,1,0,0,b71c182c-37eb-41ee-9a6c-824afb688120,107.4,25.9,18.909521411183306,16.441745503521858,0,0.039850923999999996,0.06825935116257698
2018/2019,2018-08-18,2,00:12:20.847,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,1,Foot,Open Play,Normal,0,0,0,63db91cb-0725-4321-9f26-407c563f70bc,100.1,58.1,26.900185872963785,12.679265999079535,0,0.026051232999999997,0.016958701429289662
2018/2019,2018-08-18,2,00:15:36.156,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Normal,1,0,0,,100.2,27.7,23.30944014771697,16.719278071016852,0,0.033997994,0.03587896656138016
2018/2019,2018-08-18,2,00:18:11.954,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,96.1,45.1,24.438085031360377,18.2093037722592,1,0.12613125,0.13456562060718155
2018/2019,2018-08-18,2,00:20:43.588,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,7828a4b6-195f-4de0-97ef-143cfcbd5763,106.1,47.1,15.608331108738055,26.037059681125477,0,0.079218775,0.21014105330720517
2018/2019,2018-08-18,2,00:23:33.375,Barcelona,Ivan Rakitić,Regular Play,0,Foot,Open Play,Half Volley,0,0,0,,88.7,42.8,31.424990055686568,14.452741815046195,0,0.013615903,0.010672987143575379
2018/2019,2018-08-18,2,00:27:27.492,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Normal,1,0,0,,109.1,30.1,14.724808997063427,23.471435314660727,0,0.26918432,0.18213627110819725
2018/2019,2018-08-18,2,00:36:31.606,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,1,0,3b394e90-d872-41e6-902e-d6c6f8db74ed,113.4,31.1,11.080162453682703,26.313359238848907,0,0.34191322,0.32212060721968916
2018/2019,2018-08-18,2,00:37:41.578,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,0,0,33d8a924-1bd9-48b4-803b-db4c7f5c806c,105.1,31.1,17.355690709389826,22.681172195736217,1,0.06292634,0.1968342451728108
2018/2019,2018-08-18,2,00:44:22.638,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Open Play,Normal,0,0,0,7378b00b-f379-44b3-96db-1bbca12bd23b,106.1,46.1,15.179591562357668,27.411631146707286,0,0.27567652,0.1945290201121844
2018/2019,2018-08-18,2,00:46:42.770,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,2e6a846c-3109-4861-9111-5db1c96d01a4,112.0,34.6,9.651942809610922,39.673850159611575,1,0.27103376,0.43599063025672463
2018/2019,2018-08-25,1,00:04:29.672,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,,119.2,27.0,13.02459212413195,2.3853235701585733,0,0.038172305,0.06663780770788558
2018/2019,2018-08-25,1,00:14:19.562,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,dee40c89-ec4a-4854-bf10-c55ce6faea34,92.1,28.7,30.10149497948566,14.07713007814585,0,0.019701071,0.02191857890545999
2018/2019,2018-08-25,1,00:21:27.499,Barcelona,Ousmane Dembélé,Regular Play,1,Foot,Open Play,Normal,0,0,0,3f2e4bcc-cea2-4d6c-8d7d-eaa18571f31f,98.2,34.4,22.507776433935003,19.569439347420644,0,0.055583283,0.07663302541860416
2018/2019,2018-08-25,1,00:32:01.644,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,949bb500-2125-4eb0-969b-245e1f5dc85d,113.0,31.4,11.088733020503293,27.63476507636205,0,0.113150805,0.3032039405530225
2018/2019,2018-08-25,1,00:34:07.605,Barcelona,Philippe Coutinho Correia,From Corner,0,Foot,Open Play,Normal,1,0,0,819221c7-55aa-47be-a677-b9fc2ccb70dc,101.1,29.1,21.817882573705454,18.19473047385491,0,0.056758583,0.052352553430221424
2018/2019,2018-08-25,1,00:36:13.537,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Normal,1,0,0,a4349d60-5ec7-421c-8220-08697813c60e,110.0,51.6,15.315351775261318,20.10425329675153,0,0.16270155,0.12181975121300374
2018/2019,2018-08-25,1,00:42:27.840,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,94.2,38.0,25.877403270034648,17.524561533036717,0,0.08814221,0.1208777736170312
2018/2019,2018-08-25,2,00:03:15.404,Barcelona,Ousmane Dembélé,From Free Kick,0,Foot,Open Play,Normal,0,0,0,,108.6,21.9,21.39088590965788,11.669545027808898,0,0.022829305,0.03415772673081471
2018/2019,2018-08-25,2,00:11:30.329,Barcelona,Ousmane Dembélé,From Free Kick,0,Foot,Open Play,Half Volley,1,0,0,69e9274a-a571-4b2a-a327-ad963a41d709,112.7,48.6,11.280514172678476,27.69694938742416,1,0.15381855,0.21014105330720517
2018/2019,2018-08-25,2,00:43:56.922,Barcelona,Malcom Filipe Silva de Oliveira,Regular Play,0,Foot,Open Play,Normal,0,0,0,9164ecb1-0972-4d50-a441-cc993d7905ff,106.6,28.0,17.987773625437924,19.21599410537709,0,0.15972207,0.13329347158401025
2018/2019,2018-11-11,1,00:00:45.100,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Normal,1,0,0,c198b5ee-0031-4fc1-b44b-29c44df73fb0,113.0,33.8,9.350935782048769,38.091995305346025,0,0.12331505,0.37157267658877097
2018/2019,2018-11-11,1,00:01:52.172,Barcelona,Sergio Busquets i Burgos,Regular Play,0,Foot,Open Play,Normal,1,0,0,,100.7,36.6,19.597193676646658,22.758449658872305,0,0.06589307,0.12086736251227066
2018/2019,2018-11-11,1,00:02:22.763,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,55e2f9f0-e6c0-4b61-ab33-56c3086d17ee,104.3,32.5,17.399425277864786,23.654739860322113,0,0.090503395,0.14158254718296845
2018/2019,2018-11-11,1,00:05:06.541,Barcelona,Malcom Filipe Silva de Oliveira,From Goal Kick,0,Foot,Open Play,Normal,0,0,0,2ebc3f2e-372a-47dd-a574-fed1ac83534a,106.7,20.1,23.93532953606446,10.816442685005082,0,0.024216453,0.022714097112742904
2018/2019,2018-11-11,1,00:11:47.067,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,f8d81003-b1c6-4ac2-b50a-51e934b4141f,106.6,26.7,18.879883474216683,17.47803506313506,0,0.036305542999999996,0.0996909790199002
2018/2019,2018-11-11,1,00:24:48.746,Barcelona,Clément Lenglet,From Free Kick,0,Foot,Open Play,Volley,1,0,0,efbcf4df-8561-4588-91b0-b671b0645d75,113.3,44.9,8.300602387778854,45.37658655507255,0,0.22879611,0.3233004656495476
2018/2019,2018-11-11,1,00:26:57.335,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,87.9,41.5,32.13502761785027,14.17592305633416,0,0.031832978,0.05920210615453696
2018/2019,2018-11-11,1,00:41:47.428,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,e668427a-d9fa-4881-b02e-35eaa1220b3e,104.5,48.0,17.44276354251241,23.27651128720879,0,0.06035411,0.14051187561004033
2018/2019,2018-11-11,2,00:00:14.448,Barcelona,Arturo Erasmo Vidal Pardo,From Counter,0,Foot,Open Play,Normal,0,0,0,02903109-e479-4169-9ee2-c3a3171489d6,101.4,24.6,24.147877753541817,14.70178206001574,0,0.040830232,0.03415772673081471
2018/2019,2018-11-11,2,00:02:33.411,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,6468b6d5-90a4-4837-9be1-2a5a8e576a22,100.4,39.1,19.620652384668556,23.023880766134983,0,0.050180536,0.12086736251227066
2018/2019,2018-11-11,2,00:05:10.152,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Foot,Open Play,Normal,0,0,0,5630be0b-58f2-4c87-9f68-5135bcc24944,108.1,29.3,16.003124694883812,21.628398096205306,0,0.05327218400000001,0.14781201782342593
2018/2019,2018-11-11,2,00:05:30.560,Barcelona,Sergio Busquets i Burgos,From Corner,0,Head,Open Play,Normal,0,1,0,d572c27e-264a-42a7-8bf9-1d4bf5a49fb9,116.1,34.4,6.824221567329132,45.58434660134068,0,0.19957332,0.17130949615116836
2018/2019,2018-11-11,2,00:11:36.623,Barcelona,Sergi Roberto Carnicer,From Free Kick,1,Foot,Open Play,Normal,1,0,0,a039fcdd-1783-44cf-b6b7-15f5ff16faf2,104.6,54.8,21.35883891975404,15.635487260506332,0,0.03424192,0.03587896656138016
2018/2019,2018-11-11,2,00:12:17.769,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,29abcdc9-c6fb-46b0-9339-6d67b3366261,105.6,50.7,17.940178371465553,20.63914497044985,0,0.08939528,0.13329347158401025
2018/2019,2018-11-11,2,00:22:17.521,Barcelona,Lionel Andrés Messi Cuccittini,Other,0,Foot,Penalty,Normal,0,0,0,,108.1,40.1,11.900420160649796,37.156345075648375,1,0.76,0.842885872297637
2018/2019,2018-11-11,2,00:24:24.104,Barcelona,Carles Aleña Castillo,From Free Kick,0,Foot,Open Play,Normal,0,0,0,d834b836-ce39-4d9f-bd3a-baaee412aaf8,92.3,41.0,27.7180446640812,16.413247060153402,0,0.029710353999999998,0.03587896656138016
2018/2019,2018-11-11,2,00:33:54.702,Barcelona,Arturo Erasmo Vidal Pardo,Regular Play,0,Foot,Open Play,Normal,1,0,0,87b066f5-ba14-4680-b7cc-f87847143ca9,111.6,44.9,9.724710792614868,40.53998297283389,1,0.70057535,0.43599063025672463
2018/2019,2018-11-11,2,00:43:06.891,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Head,Open Play,Diving Header,0,0,0,,116.8,39.2,3.2984845004941303,101.3099324740202,0,0.5829743000000001,0.2482758725902175
2018/2019,2018-11-11,2,00:45:51.134,Barcelona,Gerard Piqué Bernabéu,From Corner,1,Head,Open Play,Normal,0,0,0,97cf96ba-1f60-44b1-93aa-4288a81e5a2f,110.0,44.8,11.092339699089637,36.77385595979281,0,0.028732518,0.05234949430876505
2018/2019,2018-11-11,2,00:46:43.939,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,1,0,1,8058a597-c3b3-4861-befb-7ff0caffb539,118.1,37.3,3.3015148038438413,108.54795810342249,1,0.89809674,0.9577777777777777
2018/2019,2018-10-07,1,00:18:00.453,Barcelona,Luis Alberto Suárez Díaz,Regular Play,1,Foot,Open Play,Lob,0,0,0,,76.9,78.5,57.79152186956145,5.922384250767629,0,0.05296139,0.05634966272272658
2018/2019,2018-10-07,1,00:20:30.649,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Normal,0,0,0,68aa4fe2-4ed2-4b30-92cc-325594a000e4,96.5,48.6,25.02418829852429,17.123576439874302,0,0.043967333,0.06867353392970091
2018/2019,2018-10-07,1,00:22:45.216,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,1,0,0,f982bc51-71ab-436a-9efb-6bfeee87159e,96.4,40.4,23.60338958709108,19.23418473907617,1,0.06440055,0.08883063173385754
2018/2019,2018-10-07,1,00:44:31.129,Barcelona,Jordi Alba Ramos,Regular Play,0,Foot,Open Play,Normal,0,0,0,70602070-9cd3-4d3c-842f-bcb2a03123b9,102.7,28.6,20.71834935510066,18.516018877335195,0,0.03757382,0.09015443713041714
2018/2019,2018-10-07,2,00:04:41.935,Barcelona,Philippe Coutinho Correia,From Corner,0,Foot,Open Play,Normal,0,0,0,bd2b1b80-8488-4fc8-92ce-3db5857f3b20,102.2,23.6,24.203305559365234,14.031511408182313,0,0.030683586000000002,0.022448897507721038
2018/2019,2018-10-07,2,00:09:13.094,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,,115.0,27.0,13.92838827718412,12.665063765042365,0,0.05036572,0.08487051777374358
2018/2019,2018-10-07,2,00:26:43.556,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,90.0,50.6,31.817605189580185,13.543224249636953,0,0.021454857999999997,0.05634887183755435
2018/2019,2018-10-07,2,00:27:48.379,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,0,0,1ab7b85f-d417-4746-bb93-30a1fd9fa9a8,101.6,22.9,25.119116226491734,13.461124871334894,0,0.022543628,0.03415772673081471
2018/2019,2018-10-07,2,00:34:46.625,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Foot,Open Play,Normal,0,0,0,7a4e62c8-0bae-4c1b-94a3-dea9d2aeabf7,110.3,29.9,14.003570973148243,23.309844314627266,0,0.06569106,0.18474848597206775
2018/2019,2018-10-07,2,00:40:55.580,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,947146cc-8ed6-4972-ab0b-37faf27488f1,99.3,32.5,22.01681175829053,19.457679680930433,0,0.030639905,0.08535077825400406
2018/2019,2018-12-02,1,00:07:58.907,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Foot,Open Play,Normal,0,0,0,,97.0,45.9,23.744683615495912,18.56631850355077,0,0.032583598,0.07791507670065545
2018/2019,2018-12-02,1,00:11:37.408,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,92.0,34.0,28.63564212655271,15.56820727807844,0,0.10580754,0.0996909790199002
2018/2019,2018-12-02,1,00:12:01.850,Barcelona,Ousmane Dembélé,From Corner,1,Foot,Open Play,Normal,0,0,0,e226c47f-5e57-4a75-9877-dafde98a06a6,95.6,44.0,24.725695136840947,18.15270588665113,0,0.0362022,0.04388620201510341
2018/2019,2018-12-02,1,00:16:26.001,Barcelona,Ivan Rakitić,Regular Play,0,Foot,Open Play,Normal,1,0,0,c5c36a3e-a598-4153-b4dd-64bbff399e6a,95.0,46.0,25.709920264364875,17.22748822645097,0,0.041627117000000005,0.0739549627405415
2018/2019,2018-12-02,1,00:22:38.966,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,,100.0,56.0,25.612496949731394,14.036243467926486,0,0.01789804,0.03415772673081471
2018/2019,2018-12-02,1,00:26:56.880,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,92.8,33.5,27.965872058636045,15.8566530973921,0,0.08714546,0.0996909790199002
2018/2019,2018-12-02,1,00:30:24.013,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,20111d9f-7473-410d-a4f0-bad9a469a5a0,108.4,47.3,13.705838172107526,28.369304426560454,0,0.04269745,0.27233228279901184
2018/2019,2018-12-02,1,00:34:59.341,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Head,Open Play,Normal,0,0,0,a5b871e0-a032-4b14-8ce8-f5b9d1b331db,112.7,36.4,8.139410298049851,49.28980881943796,1,0.15906629,0.14499659553878982
2018/2019,2018-12-02,1,00:38:01.433,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Normal,1,0,0,f56e4412-6e30-4d99-90e4-ab580b64b985,112.9,29.1,13.00845878649734,20.340185737608817,0,0.09053468,0.11982926957366002
2018/2019,2018-12-02,2,00:02:01.195,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Normal,0,0,0,d612757f-e34d-47ec-a52a-351508d3866c,89.6,44.5,30.731254448850606,14.678991964648285,0,0.015127937,0.008963585434173669
2018/2019,2018-12-02,2,00:31:59.406,Barcelona,Philippe Coutinho Correia,From Goal Kick,0,Foot,Open Play,Normal,0,0,0,fcde19e7-4eda-46a9-8ba8-2b49631c99e9,95.1,34.1,25.589450951515165,17.318780221583033,0,0.03155746,0.05966970251207639
2018/2019,2018-12-02,2,00:36:45.838,Barcelona,Sergio Busquets i Burgos,From Corner,1,Head,Open Play,Normal,0,0,0,6d8aae90-8df5-4cd9-851b-35298aa03bc1,112.2,49.1,11.985407794480754,26.05108016182066,0,0.023763673,0.06081584572388308
2018/2019,2018-12-02,2,00:36:47.492,Barcelona,Malcom Filipe Silva de Oliveira,From Corner,0,Head,Open Play,Normal,0,0,0,,110.1,31.9,12.791403363196714,28.21412163726704,0,0.06722022,0.06762919400097964
2018/2019,2018-12-02,2,00:41:03.237,Barcelona,Carles Aleña Castillo,From Counter,0,Foot,Open Play,Lob,0,1,0,8189be3e-6929-43a7-929c-5bf401a7689c,104.1,47.1,17.4132133737573,23.886928771559976,1,0.34101190000000003,0.43599063025672463
2018/2019,2018-12-02,2,00:45:49.110,Barcelona,Jordi Alba Ramos,From Free Kick,0,Foot,Open Play,Volley,1,0,0,5c21dbd9-8e6c-432d-9c38-93246baf2290,115.1,25.1,15.685024705112836,9.67142996395624,0,0.023610142999999997,0.03587896656138016
2018/2019,2018-12-02,2,00:46:21.436,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Open Play,Normal,0,0,0,94c602d5-a4ee-4731-9de6-9ff20bad2121,95.3,39.6,24.70323865407125,18.392997215656873,0,0.03404723,0.07791507670065545
2018/2019,2018-09-29,1,00:02:54.962,Barcelona,Nélson Cabral Semedo,From Throw In,0,Foot,Open Play,Normal,0,0,0,,90.1,50.4,31.657068720903396,13.634045172552085,0,0.0128507605,0.022714097112742904
2018/2019,2018-09-29,1,00:06:38.000,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,88.3,29.6,33.36240399012038,13.016165949276669,0,0.023540555,0.04193214600425226
2018/2019,2018-09-29,1,00:24:59.364,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Open Play,Normal,1,0,0,7e1763c5-caa5-4aab-be62-92a02e61def0,110.1,42.4,10.186756107809792,42.06178162290094,0,0.5573096,0.42544117970727413
2018/2019,2018-09-29,1,00:33:27.626,Barcelona,Ivan Rakitić,From Throw In,0,Foot,Open Play,Normal,0,0,0,d5e6e2e1-0bf1-4356-8d32-e53a2b18c8ee,95.9,27.3,27.24151243965723,14.870499260481255,0,0.026687622,0.028204293191174273
2018/2019,2018-09-29,1,00:37:28.951,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Normal,0,1,0,45d1271d-e180-47ff-a9d2-19857c1c39e4,115.0,52.8,13.741906709041505,13.030442989095972,0,0.054273400000000006,0.08883063173385754
2018/2019,2018-09-29,1,00:38:01.003,Barcelona,Philippe Coutinho Correia,From Corner,0,Foot,Open Play,Normal,0,0,0,,104.0,27.0,20.615528128088304,17.377951046137124,0,0.04774025,0.03587896656138016
2018/2019,2018-09-29,1,00:42:57.513,Barcelona,Philippe Coutinho Correia,From Kick Off,0,Head,Open Play,Normal,0,1,0,7cf0fe51-6c7b-4bd8-b503-95a46657615f,112.0,44.0,8.94427190999916,45.00000000000001,0,0.2932451,0.10859207436723646
2018/2019,2018-09-29,1,00:45:59.158,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Half Volley,1,0,0,,105.0,34.0,16.15549442140351,26.095424157388344,0,0.07415490599999999,0.15623407061661845
2018/2019,2018-09-29,2,00:03:33.982,Barcelona,Arturo Erasmo Vidal Pardo,From Free Kick,1,Head,Open Play,Normal,0,0,0,2b8a061d-bed7-4e86-b5af-8a3fab27214b,115.3,48.1,9.364827814754527,27.6728425537466,0,0.05818526,0.10137522940204713
2018/2019,2018-09-29,2,00:08:43.104,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,fb3f2b61-687f-44c0-8272-ed03d303fc52,96.7,58.1,29.50423698386386,12.305688343310027,0,0.017370177,0.03415772673081471
2018/2019,2018-09-29,2,00:16:48.686,Barcelona,Philippe Coutinho Correia,From Throw In,0,Foot,Open Play,Volley,1,0,0,28a118e4-a71a-4de0-bd45-4de9bef1422e,111.7,29.8,13.150285168010615,22.934125200199137,0,0.092796184,0.17707960355590874
2018/2019,2018-09-29,2,00:16:49.931,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Head,Open Play,Volley,1,0,1,,115.7,39.3,4.3566041821583905,85.04894674008327,0,0.645913,0.8061538461538461
2018/2019,2018-09-29,2,00:23:13.701,Barcelona,Ivan Rakitić,From Throw In,0,Foot,Open Play,Normal,0,0,0,d3da5faf-5bc5-4f7e-bce2-6615f9c26879,96.1,30.2,25.831182706178986,16.361671928229704,0,0.025119951,0.03587896656138016
2018/2019,2018-09-29,2,00:26:23.404,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,94.1,46.1,26.608645211660072,16.66840002672853,0,0.062046475999999996,0.0996909790199002
2018/2019,2018-09-29,2,00:27:12.062,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,1,0,0,2ded3d11-1a9c-4263-87c8-cd62f3a97b77,108.2,46.1,13.28344834747363,30.470226393406378,0,0.12498811,0.27233228279901184
2018/2019,2018-09-29,2,00:27:14.615,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Half Volley,0,0,0,,106.1,52.1,18.428781837115555,18.96338131868249,0,0.044921484000000005,0.10695592321803507
2018/2019,2018-09-29,2,00:31:32.935,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Half Volley,0,0,0,ec7b98d7-a44e-43a9-b8e6-1e8e3509efb6,107.1,30.1,16.260996279441187,22.55924387848068,0,0.09387077,0.14051187561004033
2018/2019,2018-09-29,2,00:32:01.504,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,b15bdad1-3007-4987-9433-300129dbe8d6,100.5,34.3,20.316003544004413,21.464981280776218,0,0.03721017,0.10695592321803507
2018/2019,2018-09-29,2,00:38:25.425,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,1,Foot,Open Play,Normal,0,0,0,c8dfa806-bb30-4265-b73e-5821552303b6,108.1,60.1,23.358510226467786,10.190183064768975,0,0.020380031,0.026494891481772566
2018/2019,2018-09-29,2,00:38:28.534,Barcelona,Munir El Haddadi Mohamed,From Goal Kick,0,Foot,Open Play,Normal,1,0,0,205c6dd7-bedf-42a4-9847-3185f8541001,115.6,43.6,5.685068161420762,65.12584608587231,1,0.46143624,0.5946992481203008
2018/2019,2018-09-29,2,00:45:14.449,Barcelona,Ivan Rakitić,From Free Kick,0,Foot,Open Play,Half Volley,0,1,0,d3fab714-0d73-4195-938c-d3e6d769201c,110.1,34.1,11.52475596270915,34.13594007791227,0,0.41998687,0.2242288811881365
2018/2019,2019-01-20,1,00:08:50.155,Barcelona,Philippe Coutinho Correia,From Free Kick,1,Foot,Open Play,Normal,0,0,0,,106.8,32.1,15.383432646844465,25.575123878799733,0,0.043128055,0.17360189139645904
2018/2019,2019-01-20,1,00:23:19.034,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Half Volley,1,0,0,,108.3,28.3,16.546298679765215,19.955975643093666,0,0.09873509400000001,0.1048550828819006
2018/2019,2019-01-20,1,00:26:15.250,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,86.9,34.7,33.521634805003174,13.444466806198376,0,0.016888602,0.04193214600425226
2018/2019,2019-01-20,1,00:30:26.880,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,1,Foot,Open Play,Lob,1,0,0,e30da41a-7405-4ebc-94a7-4ecb6161eb1e,113.3,50.8,12.709445306542687,20.219203327842127,0,0.08922935,0.2249753231903966
2018/2019,2019-01-20,1,00:31:34.635,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,1,0,0,dd13febf-7d69-4959-9ed9-acca64a46fb3,106.9,34.0,14.408677940741125,28.676203503449134,1,0.15403701,0.27233228279901184
2018/2019,2019-01-20,1,00:44:10.217,Barcelona,Philippe Coutinho Correia,Regular Play,1,Foot,Open Play,Normal,1,0,0,032b6486-24a6-4778-bf94-8e412433075c,103.2,42.2,16.943435306926393,26.371965740808527,0,0.15027697,0.18717977388102863
2018/2019,2019-01-20,2,00:02:41.794,Barcelona,Philippe Coutinho Correia,From Keeper,0,Foot,Open Play,Normal,1,0,0,1345c75e-d21c-4bd7-8f48-5084d2314cef,104.1,50.1,18.83666637173362,20.577168701449107,0,0.15506685,0.12181975121300374
2018/2019,2019-01-20,2,00:10:30.871,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Open Play,Normal,0,0,0,d265888d-1705-4bbd-866b-06cf658e2d43,97.3,36.4,22.98368986912241,19.520149513312624,0,0.054753453,0.08535077825400406
2018/2019,2019-01-20,2,00:13:12.429,Barcelona,Ousmane Dembélé,From Kick Off,1,Foot,Open Play,Normal,0,0,0,98feb0ec-00bc-4d82-ac20-61e02a82719d,107.8,56.2,20.280039447693394,13.86968643850507,0,0.044741199999999995,0.049644702740909444
2018/2019,2019-01-20,2,00:25:20.941,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,e3992043-7ace-4c5b-9f6c-3cb92fd69e83,95.0,47.6,26.129676614914317,16.697036790235625,0,0.024480303999999998,0.03587896656138016
