season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg,xg
2018/2019,2019-03-17,1,00:17:13.830,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,95.6,44.4,24.793547547698783,18.057463209752946,1,0.12733692,0.12602852738587542
2018/2019,2019-03-17,1,00:24:28.346,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,94.0,46.1,26.70599183703912,16.6115216664824,0,0.09060272,0.0996909790199002
2018/2019,2019-03-17,1,00:39:16.313,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,af55f0c3-fff3-4c57-ba83-b6f21ee01ca1,106.0,46.0,15.231546211727816,27.40757543781841,0,0.28120429999999996,0.2242288811881365
2018/2019,2019-03-17,1,00:40:37.545,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,0,0,3b5ecc0f-3ce2-4c09-a283-3ef71e6e863f,110.8,51.6,14.805404418657401,19.91062613107141,0,0.086194605,0.13329347158401025
2018/2019,2019-03-17,1,00:44:11.705,Barcelona,Gerard Piqué Bernabéu,From Corner,1,Head,Open Play,Normal,0,0,0,a877f6f1-b767-4d9c-888d-dbc48dd23038,111.7,40.2,8.302409288875126,51.440300138370716,0,0.06593959,0.10932325277775967
2018/2019,2019-03-17,1,00:46:05.056,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,98e87ccd-7082-4b8d-b54d-b893a268d5d8,109.1,37.8,11.119802156513405,39.00859737250821,1,0.46849537,0.30487060721968917
2018/2019,2019-03-17,2,00:01:31.705,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Open Play,Normal,0,0,0,,112.9,28.4,13.600367642089678,18.580294459780134,0,0.06254031,0.12366428349231862
2018/2019,2019-03-17,2,00:14:43.676,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,1,1,465c3c3f-4672-4409-bb48-e6e0a607a065,117.4,30.7,9.656603957913983,15.069818083346748,0,0.524612,0.48785074568006725
2018/2019,2019-03-17,2,00:15:47.685,Barcelona,Luis Alberto Suárez Díaz,From Keeper,0,Foot,Open Play,Normal,0,1,0,,106.1,32.9,15.608331108738055,26.037059681125477,0,0.23515217,0.21014105330720517
2018/2019,2019-03-17,2,00:17:14.249,Barcelona,Luis Alberto Suárez Díaz,From Counter,0,Foot,Open Play,Normal,0,1,0,77c99a6b-463b-4169-a2ed-8e880686ff25,109.8,38.8,10.270345661174217,42.36280184036294,1,0.5626058,0.48052504321219025
2018/2019,2019-03-17,2,00:28:05.206,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Open Play,Normal,0,0,0,5b243e4a-e6ce-4c47-9da7-cebda31ed67d,107.4,49.4,15.720050890502865,23.56380051001232,0,0.08906352,0.16963627110819723
2018/2019,2019-03-17,2,00:31:03.834,Barcelona,Ivan Rakitić,From Corner,0,Foot,Open Play,Half Volley,0,0,0,8fa089d0-79d2-4b92-b50f-78585e1a6ae8,94.4,32.7,26.62048083712989,16.47168524586015,0,0.024023627999999998,0.022448897507721038
2018/2019,2019-03-17,2,00:37:46.503,Barcelona,Arturo Erasmo Vidal Pardo,From Kick Off,0,Foot,Open Play,Normal,1,0,0,5bae3025-22bd-4d07-a91c-402bbfea2e6e,102.5,27.1,21.740745157422733,17.044168335073962,0,0.07149817,0.07831857338874822
2018/2019,2019-03-17,2,00:39:20.150,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Lob,1,0,0,ea4468bd-991d-45c5-8508-03f1435a399c,103.4,27.3,20.900956915892625,17.513187775700516,1,0.05023626,0.13329347158401025
2018/2019,2019-03-17,2,00:45:13.191,Barcelona,Arturo Erasmo Vidal Pardo,From Throw In,0,Foot,Open Play,Normal,0,0,0,86e4bf8c-03d8-4ca6-85f2-3c0f011c8750,95.6,49.9,26.331919793285113,16.07557301342357,0,0.029373892000000002,0.03587896656138016
2018/2019,2019-03-17,2,00:47:47.247,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,3572bf6c-3d56-4de1-800b-8344f4b435b4,113.0,38.2,7.22772439983706,57.091363380427026,0,0.2633112,0.5562230576441103
2018/2019,2019-03-02,1,00:18:36.006,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Foot,Open Play,Lob,0,1,0,c2512c26-bf4a-415e-8c46-99e04fa9ca64,112.0,50.2,12.963024338479045,22.82826283910205,0,0.46684890000000007,0.3405504656495476
2018/2019,2019-03-02,1,00:25:37.780,Barcelona,Ivan Rakitić,Regular Play,0,Foot,Open Play,Lob,0,1,0,d3dea5e0-33cb-48af-8321-1c8ae1c42b8c,112.5,54.8,16.591865476793135,13.028986800597572,1,0.16680367,0.14347384600046148
2018/2019,2019-03-02,1,00:36:35.763,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,93.9,38.4,26.148996156640507,17.36355087437735,0,0.09996835,0.1208777736170312
2018/2019,2019-03-02,1,00:38:26.440,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,0,0,5a1db970-5061-4387-9595-a311589a140d,99.9,38.9,20.13007699935596,22.4471819041318,0,0.12771298,0.10974052600263784
2018/2019,2019-03-02,1,00:38:28.032,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,1,0,0,,112.5,44.2,8.595929269136644,46.02537270495881,0,0.43313050000000003,0.43599063025672463
2018/2019,2019-03-02,1,00:41:31.503,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,92.6,57.4,32.45797282641047,11.929620003618819,0,0.028848695,0.08535077825400406
2018/2019,2019-03-02,2,00:11:23.453,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,59f01236-7a2b-48d9-87bd-a69b3fa5e8da,100.6,27.5,23.078344827998396,16.721321375068268,0,0.07012622,0.03587896656138016
2018/2019,2019-03-02,2,00:23:37.042,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,1,0,cef9ed7d-9a7d-4d79-b908-ae76d9802fd6,116.0,24.0,16.492422502470642,7.125016348901759,0,0.023220377,0.05482067089582528
2018/2019,2019-03-02,2,00:24:39.846,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,1,0,0,af2749a2-a7d9-4851-b8e0-30db76b71814,109.1,25.7,17.980545041794485,15.841916213841412,0,0.08982142,0.0739549627405415
2018/2019,2019-03-02,2,00:47:26.383,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,1,0,0,a1f0bf3d-39f0-41f0-8faa-01b8937851fd,99.7,39.8,20.30098519776811,22.291982280915136,0,0.05867393,0.10695592321803507
2018/2019,2019-03-09,1,00:22:14.151,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Head,Open Play,Normal,0,0,0,3817de67-7a5d-4a2f-8760-f148cd155999,105.1,39.9,14.900335566691112,30.053013257353626,0,0.034212444,0.11460290624781441
2018/2019,2019-03-09,1,00:23:01.200,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,1,0,0,4877901c-1d5d-4a2b-9118-617b6ae4040a,107.9,34.7,13.209844813622901,31.41347868957223,0,0.25146264,0.27233228279901184
2018/2019,2019-03-09,1,00:30:49.081,Barcelona,Gerard Piqué Bernabéu,From Free Kick,0,Head,Open Play,Normal,0,0,0,3d0033b7-3ebe-41bf-b9f2-eb142c4d3838,114.0,43.0,6.708203932499369,58.861027563021146,0,0.23514706,0.34320322078045234
2018/2019,2019-03-09,1,00:36:25.014,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Normal,0,0,0,def9dd7b-c5bd-49fc-a074-c132b9112933,95.1,46.4,25.709336825363664,17.16338574930841,0,0.033684272,0.03587896656138016
2018/2019,2019-03-09,1,00:38:00.876,Barcelona,Gerard Piqué Bernabéu,From Free Kick,0,Head,Open Play,Normal,0,1,0,756eb9a5-79b5-4d41-9fe6-41b1a6a0c569,113.6,43.9,7.494664769020697,51.88332208598656,1,0.31703204,0.32212060721968916
2018/2019,2019-03-09,1,00:41:10.691,Barcelona,Luis Alberto Suárez Díaz,From Throw In,1,Foot,Open Play,Half Volley,0,0,0,3e80ecf2-8433-4f5a-8b0b-1410b1b63298,103.1,47.0,18.292348127017487,22.993611931345978,0,0.040427867,0.13350185271412376
2018/2019,2019-03-09,2,00:05:36.352,Barcelona,Lionel Andrés Messi Cuccittini,Other,0,Foot,Penalty,Normal,0,0,0,,108.1,40.1,11.900420160649796,37.156345075648375,1,0.76,0.842885872297637
2018/2019,2019-03-09,2,00:13:18.907,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,1,0,0,,108.1,35.1,12.86934341759517,32.46772315334338,0,0.17156668,0.27233228279901184
2018/2019,2019-03-09,2,00:17:15.722,Barcelona,Philippe Coutinho Correia,From Throw In,1,Foot,Open Play,Normal,1,0,0,49a11b13-5d8b-4dcf-8bf5-10de7269a737,95.4,36.9,24.79455585405796,18.194338492622304,0,0.038669456,0.06697729988052568
2018/2019,2019-03-09,2,00:23:54.197,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,97.4,31.7,24.07592158153037,17.784497101823707,0,0.09432907,0.12602852738587542
2018/2019,2019-03-09,2,00:36:07.806,Barcelona,Luis Alberto Suárez Díaz,From Keeper,0,Foot,Open Play,Normal,1,0,0,4e682b5d-2be9-47a8-be81-53d7a5719c9a,113.6,42.9,7.026378868236472,56.90538773075422,1,0.7069922,0.5562230576441103
2018/2019,2019-03-09,2,00:39:44.027,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,90.1,43.1,30.06027278652009,15.082052566739378,0,0.060316388,0.06316222011465092
2018/2019,2019-01-13,1,00:18:21.048,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Open Play,Normal,0,0,0,384c03bf-2ab7-4981-8dfb-f34c88eef26f,107.6,30.6,15.560205654167945,23.68730699229687,1,0.38050365,0.17224848597206774
2018/2019,2019-01-13,1,00:28:40.855,Barcelona,Sergi Roberto Carnicer,From Goal Kick,1,Head,Open Play,Normal,0,0,0,829ac1ab-0eed-480a-8e55-797d10c60758,113.2,47.7,10.27277956543408,31.283600321298536,0,0.05909612400000001,0.10137522940204713
2018/2019,2019-01-13,2,00:07:22.477,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Foot,Open Play,Normal,0,0,0,18bdf677-3ab7-4086-8c82-20dc5ef6d772,110.7,30.2,13.510366390294529,24.073484517409963,1,0.23332176,0.20126760176195996
2018/2019,2019-01-13,2,00:10:16.483,Barcelona,Luis Alberto Suárez Díaz,From Goal Kick,0,Head,Open Play,Normal,0,0,0,cf0c2926-b30e-4ea9-abdf-885da506523d,112.1,40.2,7.902531240052144,53.68529079688995,0,0.2478008,0.2793471993957042
2018/2019,2019-01-13,2,00:11:11.349,Barcelona,Philippe Coutinho Correia,From Goal Kick,0,Foot,Open Play,Normal,1,0,0,d516b71f-1d9f-4131-bbfa-b8ec6b6f66eb,117.1,28.4,11.95700631429122,10.354873608018233,0,0.09180146,0.12006579473824297
2018/2019,2019-01-13,2,00:12:37.630,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Foot,Open Play,Normal,1,0,0,a2fb883b-33a2-4dd9-becd-5c5e41bb7f7d,100.8,39.1,19.22108217556962,23.488488149099172,0,0.46766824,0.16963627110819723
2018/2019,2019-01-13,2,00:13:23.782,Barcelona,Luis Alberto Suárez Díaz,From Throw In,1,Foot,Open Play,Normal,0,0,0,8ac507bf-4945-4a20-aedb-11ceef8b07fa,115.1,53.1,13.986421987055873,12.31111602869375,1,0.096050285,0.06263843017909629
2018/2019,2019-01-27,1,00:08:53.823,Barcelona,Nélson Cabral Semedo,From Throw In,0,Foot,Open Play,Normal,1,0,0,,106.6,48.0,15.606408939919527,25.22440022131598,1,0.119470805,0.16963627110819723
2018/2019,2019-01-27,1,00:15:02.407,Barcelona,Philippe Coutinho Correia,Regular Play,1,Foot,Open Play,Normal,0,1,0,38030426-263a-4fe6-a9a2-bb6fbcaa94db,105.1,32.2,16.81814496310459,24.069976284208693,0,0.43195084,0.24276720560881385
2018/2019,2019-01-27,1,00:22:29.779,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,1,Foot,Open Play,Normal,0,0,0,cbe8495e-def0-40f0-9f1a-46b0b46ecd32,96.8,46.2,24.014162487998618,18.315917690215386,0,0.034916822,0.06207533909621197
2018/2019,2019-01-27,1,00:30:03.199,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,98.0,32.6,23.211204191079787,18.607070834008134,0,0.11861429,0.12181975121300374
2018/2019,2019-01-27,2,00:01:03.210,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,93.1,54.3,30.464733709651888,13.275527871917765,0,0.034570936000000003,0.05634887183755435
2018/2019,2019-01-27,2,00:09:37.270,Barcelona,Lionel Andrés Messi Cuccittini,From Keeper,0,Foot,Open Play,Normal,0,0,0,4a897525-638c-4e5f-998a-fa63b378cd13,100.7,29.3,22.06762334280699,18.150544989964377,0,0.052658305,0.06366908004086569
2018/2019,2019-01-27,2,00:14:42.625,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Open Play,Normal,0,0,0,bfbc92cf-5215-44c8-b3da-d51ca6ba31d7,105.3,27.9,19.039432764659775,18.74690098278328,0,0.0381804,0.12181975121300374
2018/2019,2019-01-27,2,00:15:17.977,Barcelona,Luis Alberto Suárez Díaz,From Throw In,0,Foot,Open Play,Volley,1,0,0,b5a0c362-b751-4f2e-83f6-38fa6a7ec181,117.9,50.1,10.316006979447039,10.525509522473648,0,0.07091028,0.12133794376141427
2018/2019,2019-01-27,2,00:22:59.953,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Lob,0,0,0,5f3ded1f-4e52-4ec5-b1c9-abcca90efb78,103.9,40.6,16.111176245079058,27.86991983853477,1,0.28765061,0.4055861799352619
2018/2019,2019-01-27,2,00:26:57.969,Barcelona,Philippe Coutinho Correia,Regular Play,1,Foot,Open Play,Normal,0,0,0,e3c20454-7c01-48ed-a71d-a489bb860b0b,96.6,26.9,26.817345133327432,14.907679932675082,0,0.025358345,0.028204293191174273
2018/2019,2019-01-27,2,00:29:27.952,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,0,0,0,3bb9aade-13c9-4f0b-80fb-defbc266f020,99.3,34.8,21.343148783626102,20.644707806243336,0,0.15571845,0.09759013868376575
2018/2019,2019-01-27,2,00:31:23.433,Barcelona,Lionel Andrés Messi Cuccittini,From Keeper,0,Foot,Open Play,Half Volley,1,0,0,a56febaa-b348-4359-abe7-e8dc98689951,111.2,41.8,8.982204629154245,47.424757044038,0,0.40581658,0.287479802621988
2018/2019,2019-01-27,2,00:32:39.154,Barcelona,Ivan Rakitić,From Corner,0,Foot,Open Play,Normal,0,0,0,,89.9,42.3,30.187745858212065,15.054028454353135,0,0.017397178,0.008963585434173669
2018/2019,2019-01-27,2,00:45:59.799,Barcelona,Philippe Coutinho Correia,From Throw In,1,Foot,Open Play,Normal,0,0,0,7a9ecabf-644b-482a-b3b5-4f0bab72367f,114.5,52.9,14.023551618616445,13.687976948741564,0,0.15229908,0.06263843017909629
2018/2019,2019-01-27,2,00:47:26.352,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,32e92345-329b-46de-b214-fd9d794ad5cd,108.1,33.1,13.755726080436473,28.792760228427888,0,0.2815236,0.27233228279901184
2018/2019,2019-04-20,1,00:10:00.118,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,94.3,28.7,28.07454362941632,14.909616784246998,0,0.06502669999999999,0.09759013868376575
2018/2019,2019-04-20,1,00:26:23.207,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,97.9,47.4,23.306007809146546,18.540200547394775,0,0.088219516,0.12181975121300374
2018/2019,2019-04-20,1,00:37:41.828,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Normal,0,0,0,2f9b2cda-bd33-49a7-b454-858c400459dd,100.0,56.9,26.184155514356387,13.438567809661098,0,0.017816234,0.022448897507721038
2018/2019,2019-04-20,1,00:41:01.526,Barcelona,Luis Alberto Suárez Díaz,Regular Play,1,Foot,Open Play,Normal,1,0,0,2b0cf89d-9546-4049-a3c0-d1ef4c0c0818,107.8,27.8,17.25340546095176,19.110816085213173,0,0.099163316,0.12181975121300374
2018/2019,2019-04-20,1,00:44:14.278,Barcelona,Clément Lenglet,From Corner,1,Head,Open Play,Normal,0,0,0,e4290c68-d023-4443-b32c-2e806f950e08,113.7,37.7,6.706713054842884,60.10109816138549,1,0.11806827,0.14051187561004033
2018/2019,2019-04-20,2,00:12:19.832,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,1,0,0,dbbae649-189e-4cfd-aa23-1c33f472d04c,107.2,25.5,19.34140636044856,15.958497246957588,0,0.082222685,0.05411167662723817
2018/2019,2019-04-20,2,00:18:37.140,Barcelona,Jordi Alba Ramos,From Kick Off,0,Foot,Open Play,Normal,0,0,0,1f085138-a53e-44e6-b25c-fe6400a7fdc9,104.0,28.8,19.530488985173925,19.30345396765996,1,0.05813567,0.09389142861575299
2018/2019,2019-04-20,2,00:33:41.245,Barcelona,Ivan Rakitić,From Counter,0,Foot,Open Play,Normal,0,0,0,f4c5dc7d-b6a0-4231-a0f7-6567f72edff7,113.1,29.7,12.397580409095964,21.844440480524202,0,0.11518465,0.20835860345827623
2018/2019,2019-04-20,2,00:35:48.304,Barcelona,Arturo Erasmo Vidal Pardo,From Free Kick,0,Foot,Open Play,Volley,1,0,0,,116.1,34.6,6.661080993352357,47.71991331556963,0,0.33813208,0.3870757950918895
2018/2019,2019-04-20,2,00:43:19.122,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Open Play,Normal,0,0,0,9f4ac169-c3ec-47c9-aff7-d708e0125cf0,101.2,31.0,20.84322431870846,19.769972894659084,0,0.04437743,0.08535077825400406
2018/2019,2019-04-20,2,00:43:45.947,Barcelona,Arturo Erasmo Vidal Pardo,From Corner,1,Head,Open Play,Normal,0,0,0,de4944cc-c204-499c-8fa7-f833c6b258bc,113.9,41.4,6.2585940913275335,64.60186220381067,0,0.117012665,0.18717977388102863
2018/2019,2018-12-08,1,00:16:41.243,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,92.9,42.9,27.25472436110847,16.60908879950531,1,0.08158311,0.0996909790199002
2018/2019,2018-12-08,1,00:20:34.991,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Normal,1,0,0,e3f29b7e-3bf1-44c9-96b9-1b79d1332034,109.1,31.1,14.07195793057953,25.597600714572724,0,0.2778804,0.2242288811881365
2018/2019,2018-12-08,1,00:25:25.690,Barcelona,Ousmane Dembélé,Regular Play,0,Foot,Open Play,Normal,0,0,0,4e3eb6fa-5765-4eb4-a2ec-681f243cebcb,110.1,26.1,17.065169205138286,16.054219662775722,1,0.0372639,0.07267291145849021
2018/2019,2018-12-08,1,00:35:02.932,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Volley,1,0,0,a19b67ab-da2d-4e47-945e-203032b08c2f,112.1,37.1,8.415461959987704,49.06146551283783,0,0.31881437,0.3727525350186295
2018/2019,2018-12-08,1,00:35:04.783,Barcelona,Arturo Erasmo Vidal Pardo,Regular Play,0,Foot,Open Play,Normal,1,0,0,,115.1,46.1,7.824321056807427,40.921135816282955,0,0.27806365,0.43599063025672463
2018/2019,2018-12-08,1,00:35:47.209,Barcelona,Jordi Alba Ramos,From Corner,0,Foot,Open Play,Volley,1,0,0,d4607a09-39e6-43fc-b8d9-ad259932f87c,103.6,29.1,19.691876497683,19.438261286996774,0,0.037961673,0.03793276847546297
2018/2019,2018-12-08,1,00:36:39.932,Barcelona,Ivan Rakitić,Regular Play,0,Head,Open Play,Normal,0,0,0,d4b43909-911b-4f60-b7b3-3455a332ad27,112.0,38.9,8.075270893288968,52.44309127322985,0,0.18408902,0.2484755416416935
2018/2019,2018-12-08,1,00:36:41.420,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Head,Open Play,Normal,0,0,0,,113.1,47.1,9.900505037623086,33.940813319107534,0,0.21235318,0.12181975121300374
2018/2019,2018-12-08,1,00:44:31.752,Barcelona,Luis Alberto Suárez Díaz,Regular Play,1,Foot,Open Play,Normal,0,1,0,6cd89ba1-39af-4ff9-a104-358951b20431,119.0,30.9,9.15478017212866,6.728465276529873,1,0.09915271,0.11905662386924913
2018/2019,2018-12-08,2,00:10:13.318,Barcelona,Luis Alberto Suárez Díaz,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,88.2,32.7,32.62713594540593,13.637879539173806,0,0.04963876,0.05634887183755435
2018/2019,2018-12-08,2,00:12:02.337,Barcelona,Ousmane Dembélé,From Counter,0,Foot,Open Play,Normal,0,0,0,450a3bdd-9fe9-4f83-9f18-02ae51cb6036,107.3,29.8,16.28895331198417,22.170506412267713,0,0.11237645,0.1548580339287237
2018/2019,2018-12-08,2,00:12:07.047,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Foot,Open Play,Normal,0,1,0,6b3d3909-31ef-4d1e-bfbe-6fbf1e0948b0,114.7,49.0,10.444615837837214,24.487993146276068,0,0.3496864,0.32212060721968916
2018/2019,2018-12-08,2,00:19:27.748,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,92.8,28.1,29.689223634174066,14.113325040325439,1,0.037150215,0.05920210615453696
2018/2019,2018-12-08,2,00:23:57.127,Barcelona,Philippe Coutinho Correia,From Free Kick,0,Foot,Open Play,Normal,0,0,0,48b15962-1d83-4e61-91dd-fd3bc7a6fb65,110.4,27.2,15.999999999999998,17.744671625056906,0,0.0465214,0.09759013868376575
2018/2019,2018-12-08,2,00:23:59.494,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Head,Open Play,Diving Header,0,0,0,5894318b-8fba-48f0-82e9-359fd8d6123c,112.7,41.3,7.414849964766648,56.27824734084703,0,0.54451275,0.27060814486797735
2018/2019,2018-12-08,2,00:34:00.765,Barcelona,Ivan Rakitić,From Free Kick,0,Foot,Open Play,Half Volley,0,0,0,351089ce-2bf1-4f52-9e39-5175af60f468,116.8,28.9,11.552056094046636,12.296162014728903,0,0.043973322999999995,0.08535077825400406
2018/2019,2018-12-08,2,00:49:38.358,Barcelona,Munir El Haddadi Mohamed,From Free Kick,0,Foot,Open Play,Normal,0,0,0,dd43f8e3-b8f9-404e-9c33-c7367d478b24,111.1,51.8,14.780054127099808,19.376353953896125,0,0.11199155400000001,0.12018360006380235
2018/2019,2019-02-02,1,00:07:06.581,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Foot,Free Kick,Normal,0,0,0,,94.8,43.6,25.455844122715718,17.692024594469828,0,0.09282431,0.1208777736170312
2018/2019,2019-02-02,1,00:09:23.063,Barcelona,Nélson Cabral Semedo,From Goal Kick,0,Foot,Open Play,Normal,0,0,0,fb36302e-6e99-47f9-844d-544191cd9885,108.8,53.3,17.387639287723907,17.376239896587222,0,0.04134267,0.09759013868376575
2018/2019,2019-02-02,1,00:11:31.831,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Normal,0,0,0,6d880402-7ca0-411e-9905-7c88dcbe3977,95.6,55.4,28.853422673922072,13.444978792895155,0,0.01886124,0.028204293191174273
2018/2019,2019-02-02,1,00:14:26.041,Barcelona,Philippe Coutinho Correia,Regular Play,0,Foot,Open Play,Normal,0,0,0,42d1898b-2f8c-4cd2-8658-861bb7bb36dc,95.1,26.0,28.565888748645648,13.98213743317563,0,0.023356512000000003,0.03415772673081471
2018/2019,2019-02-02,1,00:38:43.281,Barcelona,Lionel Andrés Messi Cuccittini,Other,0,Foot,Penalty,Normal,0,0,0,,108.0,40.0,12.0,36.86989764584404,1,0.76,0.842885872297637
2018/2019,2019-02-02,1,00:42:51.475,Barcelona,Sergi Roberto Carnicer,From Corner,0,Foot,Open Play,Normal,0,0,0,cd6ff38d-e24f-4d0b-a42e-1729ad967af3,104.7,23.7,22.355759884199863,14.198312632455108,0,0.028033514,0.022448897507721038
2018/2019,2019-02-02,1,00:42:54.803,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Foot,Open Play,Half Volley,1,0,0,,113.5,22.0,19.137659209004642,8.444753996055077,0,0.017033713,0.024435336943308357
2018/2019,2019-02-02,1,00:44:28.206,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Foot,Open Play,Volley,1,0,0,ed904923-065d-4886-831a-704c6ad56125,110.5,45.1,10.782393055347226,37.1631871006063,0,0.38245490000000004,0.36615912842522286
2018/2019,2019-02-02,1,00:47:24.945,Barcelona,Ivan Rakitić,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,,92.2,37.2,27.940651388255066,16.2165762682031,0,0.01851309,0.03587896656138016
2018/2019,2019-02-02,2,00:00:57.836,Barcelona,Lionel Andrés Messi Cuccittini,From Kick Off,0,Foot,Open Play,Normal,0,0,0,6bbf2d9d-8314-4018-9055-5717c8603764,100.6,37.9,19.513328778042982,23.04847124234082,0,0.091166236,0.10393934503297211
2018/2019,2019-02-02,2,00:01:18.234,Barcelona,Thomas Vermaelen,From Corner,0,Foot,Open Play,Overhead Kick,1,0,0,,105.7,42.3,14.483784035948613,30.555911442383746,0,0.037522558,0.12460435399760653
2018/2019,2019-02-02,2,00:03:28.518,Barcelona,Luis Alberto Suárez Díaz,Regular Play,0,Foot,Open Play,Half Volley,1,0,0,,113.6,49.6,11.537764081484768,23.612951188815302,0,0.07003548,0.2242288811881365
2018/2019,2019-02-02,2,00:04:19.359,Barcelona,Jordi Alba Ramos,From Throw In,0,Foot,Open Play,Normal,1,0,0,7e6b1b5b-4b84-49c3-9b8b-27abb831b71d,110.5,26.2,16.753805537847214,16.020272502363788,0,0.034666486,0.07110172842355889
2018/2019,2019-02-02,2,00:06:59.889,Barcelona,Carles Aleña Castillo,From Throw In,0,Foot,Open Play,Normal,0,0,0,5392cd01-23fb-4d85-a267-41ecdab6e327,92.4,40.8,27.611591768675694,16.47926742539914,0,0.027355934,0.03587896656138016
2018/2019,2019-02-02,2,00:09:53.382,Barcelona,Ivan Rakitić,From Throw In,0,Foot,Open Play,Normal,0,0,0,61440756-f1c0-4edd-8fc5-694e4f90376e,89.0,38.1,31.058171227552986,14.651210766414922,0,0.016898049,0.02191857890545999
2018/2019,2019-02-02,2,00:17:02.754,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Head,Open Play,Normal,0,0,0,281a80d2-2285-4f73-8624-08c2326976d4,112.3,31.8,11.248555462813883,29.131568992219638,0,0.026695353999999998,0.11808275972766788
