season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg
2012/2013,2012-11-25,1,00:38:23.539,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,0,Left Foot,Open Play,Normal,0,0,0,55eb15ba-a5bb-498a-9f5c-5a33e01f34d2,99.4,53.1,24.412496799794972,15.86263839031265,0,0.041298248
2012/2013,2012-11-25,1,00:41:27.541,Barcelona,Gerard Piqué Bernabéu,From Corner,0,Head,Open Play,Normal,0,0,0,749cd138-0a41-480b-9aab-5a122cc87c82,112.3,34.6,9.404786015641188,40.372570193279294,0,0.10332564
2012/2013,2012-11-25,2,00:01:30.678,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Lob,1,0,0,15355a23-0780-4486-9a6a-8b424a2825a7,105.8,29.2,17.84040358287895,20.596747677305963,1,0.2555069
2012/2013,2012-11-25,2,00:06:07.019,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,0,Left Foot,Open Play,Normal,1,0,0,bb06021a-33ca-440e-85cf-291174dc5ec6,112.8,34.5,9.060353193998568,41.07341428308243,1,0.1307368
2012/2013,2012-11-25,2,00:11:08.891,Barcelona,Andrés Iniesta Luján,From Throw In,1,Right Foot,Open Play,Normal,0,0,0,ba1ab010-de40-44c3-8482-c3761550c5f8,102.0,29.8,20.68912757948,19.26353186934758,1,0.054243468
2012/2013,2012-11-25,2,00:17:31.150,Barcelona,Francesc Fàbregas i Soler,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,c9ae10bc-0ff7-4755-b6a1-b442cd72c6ac,117.1,34.9,5.866856057549056,51.551636619300695,1,0.5595228
2012/2013,2012-11-25,2,00:22:05.110,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,e54b9319-ec02-43e0-a0ed-520da1650c86,103.5,46.8,17.846288129468267,23.57540052262953,0,0.106802285
2012/2013,2012-11-25,2,00:45:30.526,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,1,Left Foot,Open Play,Normal,0,0,0,793265f0-67ad-4b61-873a-45682e5a32d0,94.5,50.2,27.46434051638597,15.446230984761447,0,0.026746664
2012/2013,2012-12-09,1,00:15:09.605,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,61744114-6a7a-48bc-8ec7-e3ea6727ddc9,105.8,33.2,15.744205283214521,26.10062971464881,1,0.19877446
2012/2013,2012-12-09,1,00:17:50.318,Barcelona,Andrés Iniesta Luján,From Throw In,0,Right Foot,Open Play,Lob,0,0,0,,99.3,49.8,22.902619937465673,18.037554847860854,0,0.08069326
2012/2013,2012-12-09,1,00:22:24.200,Barcelona,Adriano Correia Claro,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,165c5e2a-5bed-4a90-a3d0-7b1ada683d49,114.0,56.5,17.55704986607944,9.32715339804475,0,0.023562701
2012/2013,2012-12-09,1,00:24:27.056,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,78f71684-9b9e-45dd-8f52-5a53fe0e4857,104.8,31.5,17.41522322567242,22.9412733414409,1,0.08786866
2012/2013,2012-12-09,1,00:33:36.732,Barcelona,Xavier Hernández Creus,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,78d98fd6-63e7-45b9-b671-14f073c0a171,93.1,44.9,27.342640691783966,16.3908122978467,0,0.033940904
2012/2013,2012-12-09,1,00:43:19.000,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Left Foot,Open Play,Normal,0,0,0,d075def8-6cbf-475f-94ee-8419acd2e680,100.4,44.0,20.003999600079975,22.203478532057403,0,0.03677149
2012/2013,2012-12-09,2,00:25:56.763,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,108.3,24.0,19.821453024437943,13.947141581806905,0,0.027488353
2012/2013,2012-12-09,2,00:31:41.581,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Normal,0,1,0,8d52821e-1b0a-4d27-bef1-77bbbf5ad770,103.4,49.7,19.22628409235648,20.58178535922432,0,0.26177165
2012/2013,2012-12-09,2,00:37:41.962,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Half Volley,0,0,0,441aa0a0-e699-4349-bb23-fa45ed34fdde,108.1,35.1,12.86934341759517,32.46772315334338,0,0.123707496
2012/2013,2012-12-09,2,00:37:43.499,Barcelona,Jordi Alba Ramos,Regular Play,0,Left Foot,Open Play,Volley,1,0,0,,114.4,36.1,6.824221567329121,55.69169884975151,0,0.42640716
2012/2013,2012-12-09,2,00:39:48.822,Barcelona,Adriano Correia Claro,From Throw In,1,Left Foot,Open Play,Normal,0,0,0,33175459-ab52-47b9-b527-19e66e9746f3,95.0,56.8,30.120424963801554,12.648009886614986,0,0.019043067
2012/2013,2012-12-09,2,00:42:45.529,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,91.5,39.9,28.500175438056516,15.978463105344858,0,0.03634486
2012/2013,2012-12-09,2,00:46:32.515,Barcelona,Thiago Alcântara do Nascimento,From Counter,1,Right Foot,Open Play,Normal,0,0,0,2cf04d2e-f9f6-472b-922a-44cf230aae19,110.7,33.9,11.122050170719424,34.63701897275326,0,0.2830603
2012/2013,2012-09-02,1,00:07:55.069,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,1e5c41b1-a78d-44b3-b2b9-15a19ebcd73d,109.3,53.6,17.30462365958879,16.803964187988253,0,0.036196776
2012/2013,2012-09-02,1,00:09:11.588,Barcelona,Daniel Alves da Silva,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,6e326229-ee1f-4f38-bdd1-1ec1ff2dce60,91.1,68.7,40.72959611879303,8.010446337677822,0,0.041671216
2012/2013,2012-09-02,1,00:15:39.820,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Head,Open Play,Normal,0,0,0,200fce5e-f49e-4d67-94ac-8752a133b277,108.6,38.8,11.462983904725686,38.31912808421011,0,0.06922634
2012/2013,2012-09-02,1,00:18:08.660,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Head,Open Play,Normal,0,0,0,7c9e6ca9-82d9-4017-9e8c-abe1283aae38,109.4,36.6,11.131936040060591,38.15910230855983,0,0.049668357
2012/2013,2012-09-02,1,00:18:32.169,Barcelona,Adriano Correia Claro,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,dea9fc5e-338e-4a28-b5bc-d76540502c11,93.7,24.3,30.629724125430837,12.852325865434054,0,0.014103405
2012/2013,2012-09-02,1,00:21:36.065,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,dd04895c-ca4d-46a2-8b4d-7cbc9300e825,94.1,44.3,26.254523419784263,17.105120852725612,0,0.033717472
2012/2013,2012-09-02,1,00:22:00.447,Barcelona,Adriano Correia Claro,From Corner,1,Right Foot,Open Play,Normal,0,0,0,ec457be4-fc21-4699-b19c-1002a77197c9,100.7,19.5,28.155638866841574,11.242677609069183,1,0.021099053
2012/2013,2012-09-02,1,00:23:10.175,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Throw In,0,Right Foot,Open Play,Half Volley,1,0,0,88bdf461-fed2-4aa8-8337-4dfb7ee5124c,112.2,51.2,13.648443134658255,20.12562498530657,0,0.2743031
2012/2013,2012-09-02,1,00:25:41.487,Barcelona,Francesc Fàbregas i Soler,From Counter,0,Right Foot,Open Play,Lob,0,1,0,cab8ed82-8bea-471f-8efa-a1acc6bbfb89,112.8,45.4,9.000000000000002,41.54588091651377,0,0.50332826
2012/2013,2012-09-02,1,00:29:53.374,Barcelona,Daniel Alves da Silva,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,39c17a16-cba9-4038-8241-c656513c15bb,107.8,56.9,20.84346420343797,13.12904446854592,0,0.04409608
2012/2013,2012-09-02,1,00:46:50.306,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Right Foot,Open Play,Normal,0,0,0,9c0549c5-23df-4f64-bcb1-9106c50724fa,116.0,51.3,11.987076374162298,14.068968226047335,0,0.04030627
2012/2013,2012-09-02,2,00:03:16.882,Barcelona,Adriano Correia Claro,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,0b9e6ec4-6dbc-47eb-b44b-27321a521cde,91.5,57.3,33.33976604596979,11.756384057791776,0,0.019130291
2012/2013,2012-09-02,2,00:08:54.386,Barcelona,Francesc Fàbregas i Soler,Regular Play,1,Right Foot,Open Play,Normal,1,0,0,ad94a696-da79-4507-8b9c-01e77ce74fb4,109.8,40.6,10.217631819555844,42.70938995736145,0,0.19813086
2012/2013,2012-09-02,2,00:13:21.800,Barcelona,Adriano Correia Claro,From Throw In,1,Left Foot,Open Play,Normal,1,0,0,7241b57c-bb69-4097-ad2b-db7db78b8f7e,97.3,46.4,23.58495283014151,18.579590675492838,0,0.037727367
2012/2013,2012-09-02,2,00:36:36.663,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,96.7,37.5,23.433736364481014,19.270991672407845,0,0.15014887
2012/2013,2012-09-02,2,00:38:33.362,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Left Foot,Open Play,Normal,0,0,0,217451f6-b764-4f9d-9152-94e3ce44c758,102.6,41.3,17.44849563716025,25.760994783676534,0,0.10954144
2012/2013,2012-09-02,2,00:43:31.961,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,,91.2,45.0,29.230805667993483,15.365386779787254,0,0.016946405
2012/2013,2013-02-16,1,00:18:21.698,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,2b05a816-cdf6-4567-8079-8a50b8f5df27,107.3,25.9,18.976301009416986,16.44992090886958,0,0.056828465
2012/2013,2013-02-16,1,00:19:59.737,Barcelona,Thiago Alcântara do Nascimento,Regular Play,0,Head,Open Play,Normal,0,0,0,6f91327c-0af3-4494-bd39-69342b5accf0,108.2,41.9,11.951987282456416,36.65610841596691,0,0.09082383
2012/2013,2013-02-16,1,00:28:37.094,Barcelona,Adriano Correia Claro,Regular Play,0,Left Foot,Open Play,Half Volley,1,0,0,,105.2,22.3,23.072277737579356,12.91524981401328,0,0.041616697
2012/2013,2013-02-16,1,00:35:28.256,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,91.7,34.5,28.8294987816299,15.522298357727752,0,0.08253653
2012/2013,2013-02-16,1,00:37:15.385,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Right Foot,Open Play,Volley,1,0,0,e1c5fbc6-1f6f-47a6-9157-12035eaf154e,113.5,46.3,9.052071586106683,38.25915990066711,0,0.3570135
2012/2013,2013-02-16,1,00:41:20.851,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Left Foot,Open Play,Normal,1,0,0,7e7e97e6-87fc-441f-a7fe-66a1d23da6fd,114.1,45.3,7.9309520235593425,45.182663927938755,0,0.21413551
2012/2013,2013-02-16,1,00:43:41.724,Barcelona,Daniel Alves da Silva,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,c4352269-5785-40ef-9286-e3e067e85180,110.8,58.6,20.75090359478353,10.066308130224842,0,0.02637708
2012/2013,2013-02-16,2,00:04:29.106,Barcelona,Francesc Fàbregas i Soler,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,de5b8aee-4f08-4141-b848-dd624f8f8e9d,93.8,23.4,31.01612483854165,12.492890420470621,0,0.013858479
2012/2013,2013-02-16,2,00:04:31.167,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,,112.5,36.6,8.234682750416072,49.18939160031637,1,0.47274348
2012/2013,2013-02-16,2,00:18:01.561,Barcelona,Cristian Tello Herrera,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,a6a0cc9c-aaad-40e2-858a-83b0bd63ec56,104.2,22.6,23.50319127267614,13.259570088464033,0,0.021869075
2012/2013,2013-02-16,2,00:18:18.017,Barcelona,Thiago Alcântara do Nascimento,From Throw In,0,Right Foot,Open Play,Volley,0,0,0,,92.1,23.3,32.5161498335827,12.098138955152029,0,0.00951212
2012/2013,2013-02-16,2,00:20:21.378,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,8b25cf59-28ee-45b0-8e43-fb3f190e097a,93.2,41.5,26.841944787961992,16.92676871387686,0,0.026725488
2012/2013,2013-02-16,2,00:27:38.379,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,93.3,35.0,27.164130760987,16.482956372722754,1,0.07686303
2012/2013,2013-02-16,2,00:38:01.937,Barcelona,Cristian Tello Herrera,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,4f999c22-2706-4767-b0fb-c96bbb869b6e,115.5,49.7,10.692988356862644,20.106510036529997,0,0.0871717
2012/2013,2013-02-16,2,00:38:03.734,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Volley,1,0,0,,103.9,48.0,17.978042162593784,22.74621785885406,0,0.03479386
2012/2013,2013-02-16,2,00:39:13.109,Barcelona,Cristian Tello Herrera,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,32342c43-18db-4cb4-8b6b-9bec654f3e50,112.3,51.9,14.173919711921611,18.425652087726437,0,0.11652484
2012/2013,2013-02-16,2,00:47:43.499,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,c15b4eb5-22a9-4581-9996-960562ed0319,107.4,49.2,15.601281998605112,23.906357932517817,0,0.31593633
2012/2013,2013-02-16,2,00:49:04.335,Barcelona,Andrés Iniesta Luján,From Throw In,0,Left Foot,Open Play,Normal,1,0,0,56bafaa6-deeb-4e87-b26c-2801576b4175,112.8,29.5,12.731457104353767,21.5182020034925,0,0.23417148
2012/2013,2013-03-17,1,00:04:08.614,Barcelona,Adriano Correia Claro,From Free Kick,1,Left Foot,Open Play,Normal,1,0,0,8c04cd6b-c15b-46c8-8e30-6fa1fe9fcc56,89.0,48.7,32.19767072320605,13.656681481658826,0,0.016430203
2012/2013,2013-03-17,1,00:07:07.830,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,92.8,40.9,27.214885632682716,16.714113443336906,0,0.047223575
2012/2013,2013-03-17,1,00:18:21.354,Barcelona,Jordi Alba Ramos,From Free Kick,0,Left Foot,Open Play,Volley,1,0,0,,93.7,29.3,28.39330907097656,14.910113438125185,0,0.016227419
2012/2013,2013-03-17,1,00:24:46.933,Barcelona,David Villa Sánchez,From Counter,0,Right Foot,Open Play,Normal,1,0,0,4f49f86b-2365-4efd-94f9-4b76ece69ad4,107.3,31.0,15.565667348366407,24.179193154369663,1,0.46184048
2012/2013,2013-03-17,1,00:39:29.229,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Left Foot,Open Play,Normal,1,0,0,58e943b2-8e52-41af-8100-c83fe186202a,107.6,28.2,17.117242768623694,19.70360090015964,1,0.1709758
2012/2013,2013-03-17,1,00:43:21.826,Barcelona,David Villa Sánchez,Regular Play,0,Left Foot,Open Play,Normal,0,1,0,55b894b0-90b3-4bef-8efd-31f49bfa0469,110.9,30.0,13.52072483264118,23.57764397621612,0,0.3137551
2012/2013,2013-03-17,2,00:03:11.547,Barcelona,Daniel Alves da Silva,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,05c7a4a7-1d84-4854-82b2-1fd8daf5f9f8,113.2,53.7,15.29477034806342,14.015827532152374,0,0.11303137
2012/2013,2013-03-17,2,00:08:39.235,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,108.8,40.7,11.22185367931698,39.18224193794623,0,0.33574206
2012/2013,2013-03-17,2,00:11:49.707,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Lob,0,1,0,,106.8,31.0,15.97623234683322,23.81655585679586,1,0.35614547
2012/2013,2013-03-17,2,00:22:38.418,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,b73a4224-f994-4904-a97c-de200b7e755b,107.9,27.8,17.182840277439578,19.118505220888444,0,0.063656904
2012/2013,2013-03-17,2,00:26:44.967,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,1,Left Foot,Open Play,Normal,1,0,0,b2ba9b6b-5a23-4e9f-bbf7-41af849bef53,107.9,30.5,15.383757668398182,23.686290081802543,0,0.08423639
2012/2013,2013-03-17,2,00:29:43.635,Barcelona,Daniel Alves da Silva,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,,91.8,52.2,30.725884853003016,13.662611001703532,0,0.01792504
2012/2013,2013-03-17,2,00:32:19.480,Barcelona,David Villa Sánchez,From Free Kick,1,Right Foot,Open Play,Normal,0,0,0,e1bc16a8-dd7d-4461-b224-8c4cd49469b4,101.3,33.5,19.797474586421373,21.69938213790257,0,0.12869655
2012/2013,2013-03-17,2,00:33:50.686,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,1,Right Foot,Open Play,Normal,1,0,0,c350d2d0-db8d-4b65-b7c7-70e3fcc181d6,107.4,54.4,19.13426246292236,16.06117795826024,0,0.06350027
2012/2013,2013-03-17,2,00:37:21.243,Barcelona,Thiago Alcântara do Nascimento,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,ecebbd49-2b96-4540-94ac-28278820eb55,102.0,36.5,18.33712082089225,24.211005219235027,0,0.20102417
2012/2013,2013-03-17,2,00:38:03.963,Barcelona,Gerard Piqué Bernabéu,From Corner,1,Head,Open Play,Normal,0,0,0,ffe5565e-b2a1-4357-ba63-c90ff283f480,109.4,37.7,10.846658471621566,39.83605051557465,0,0.044760723
2012/2013,2013-03-17,2,00:41:14.691,Barcelona,Daniel Alves da Silva,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,95f878f0-4b9c-46ff-92c0-b695bf0e6c30,108.6,49.0,14.52446212429225,25.069641345987524,0,0.12913302
2012/2013,2013-03-17,2,00:47:12.810,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Lob,0,1,0,9962e88f-b21d-4324-96c6-8ae97d63ae55,116.4,53.8,14.26183718880565,8.736972146423776,0,0.09287797
2012/2013,2013-03-17,2,00:47:53.791,Barcelona,Gerard Piqué Bernabéu,From Throw In,0,Head,Open Play,Normal,0,0,0,630e3cae-86b8-4c1e-9b6a-fb5b7bc65725,113.9,40.8,6.152235366108804,65.87974674450375,0,0.32859218
2012/2013,2013-03-09,1,00:06:02.136,Barcelona,Cristian Tello Herrera,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,42e9510b-cd37-4a4e-bee9-649d5af89101,96.5,27.4,26.66477076593759,15.1362573739548,0,0.02107632
2012/2013,2013-03-09,1,00:11:41.077,Barcelona,Daniel Alves da Silva,From Throw In,0,Right Foot,Open Play,Half Volley,1,0,0,,116.7,53.1,13.509256086106298,9.009731842070316,0,0.04850323
2012/2013,2013-03-09,1,00:13:53.010,Barcelona,Francesc Fàbregas i Soler,From Throw In,1,Left Foot,Open Play,Half Volley,0,0,0,9f69fbff-e361-4644-9bfd-9196cf47645a,104.5,30.2,18.338211472223783,21.16386941930022,0,0.08762247
2012/2013,2013-03-09,1,00:15:31.995,Barcelona,Adriano Correia Claro,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,,107.1,22.3,21.90205469813278,12.547122682457074,0,0.02455941
2012/2013,2013-03-09,1,00:23:56.398,Barcelona,David Villa Sánchez,From Throw In,0,Left Foot,Open Play,Lob,0,0,0,0ff376a7-d720-44fb-9c07-b83ae826fa60,112.2,34.3,9.66074531286277,38.901147006106186,0,0.3904773
2012/2013,2013-03-09,1,00:23:57.644,Barcelona,Adriano Correia Claro,From Throw In,0,Left Foot,Open Play,Half Volley,1,0,0,,113.0,31.9,10.705606008068857,29.591970920245938,0,0.2271032
2012/2013,2013-03-09,1,00:23:59.089,Barcelona,Cristian Tello Herrera,From Throw In,0,Left Foot,Open Play,Half Volley,1,0,0,,104.7,31.1,17.70028248362155,22.377227079596814,0,0.086057656
2012/2013,2013-03-09,1,00:31:16.988,Barcelona,David Villa Sánchez,From Throw In,1,Right Foot,Open Play,Normal,1,0,0,,103.4,22.3,24.266231681083074,13.051945781213437,0,0.029227735
2012/2013,2013-03-09,1,00:37:38.121,Barcelona,Alexis Alejandro Sánchez Sánchez,Regular Play,0,Head,Open Play,Normal,0,0,0,9a64a220-711c-453f-a195-ceb256b3f6ef,111.8,35.9,9.167878707749141,43.949802177143155,1,0.1374943
2012/2013,2013-03-09,1,00:43:27.203,Barcelona,David Villa Sánchez,From Free Kick,0,Right Foot,Open Play,Volley,1,0,0,e1ff3128-4be7-417f-8cda-7c522e696c1a,106.7,39.5,13.309395177843355,33.43659901072894,0,0.12748584
2012/2013,2013-03-09,2,00:28:06.359,Barcelona,Andrés Iniesta Luján,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,76d592f9-54e9-4ea9-8a1a-caa3cb56f5c4,93.4,36.7,26.803917624108603,16.85364465458411,0,0.026012644
2012/2013,2013-03-09,2,00:42:45.626,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Lob,1,0,0,16c37dbb-96df-4ba1-a8a9-f262203b9364,112.0,43.0,8.54400374531753,48.31094151461145,1,0.35602698
2012/2013,2012-09-15,1,00:03:42.083,Barcelona,Cristian Tello Herrera,Regular Play,0,Right Foot,Open Play,Normal,0,1,0,d979961d-7586-4eb5-8195-eadc4f184369,111.6,27.8,14.812157169028422,18.282701760046685,0,0.15023834
2012/2013,2012-09-15,1,00:11:15.396,Barcelona,Francesc Fàbregas i Soler,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,a7217b31-cb5f-47b8-ae04-d33ab4f1a263,99.0,45.3,21.65848563496534,20.34413872944108,0,0.042187575
2012/2013,2012-09-15,1,00:25:05.968,Barcelona,Thiago Alcântara do Nascimento,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,6d0f3584-c037-4076-b325-f4032c8502a6,103.4,40.2,16.6012047755577,27.092298068745322,0,0.22288583
2012/2013,2012-09-15,1,00:28:01.294,Barcelona,Adriano Correia Claro,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,,109.2,23.7,19.553260597659918,13.270853541235459,0,0.021171052
2012/2013,2012-09-15,1,00:29:40.619,Barcelona,Xavier Hernández Creus,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,4f8ecbe3-e8b5-49c5-a3f4-2ee7a5a49ae7,94.9,52.2,27.90788419067271,14.747074932460853,0,0.024987383
2012/2013,2012-09-15,1,00:31:18.077,Barcelona,Adriano Correia Claro,Regular Play,1,Left Foot,Open Play,Normal,1,0,0,,111.3,30.6,12.808200498118383,25.17875449741907,1,0.34676966
2012/2013,2012-09-15,1,00:33:47.374,Barcelona,Thiago Alcântara do Nascimento,From Corner,1,Right Foot,Open Play,Half Volley,0,0,0,df622731-7511-471f-bee5-4bc93232bc67,112.1,49.9,12.665701717630968,23.63478864722751,0,0.08379627
2012/2013,2012-09-15,2,00:10:02.149,Barcelona,Cristian Tello Herrera,From Corner,0,Right Foot,Open Play,Normal,0,0,0,,101.6,26.8,22.64508776754906,16.50436138175504,0,0.037138347
2012/2013,2012-09-15,2,00:12:03.485,Barcelona,Cristian Tello Herrera,From Throw In,0,Right Foot,Open Play,Normal,0,1,0,231846f2-a7bc-4acf-a595-329605e9dfe2,113.4,27.3,14.312581877495056,15.620299873713575,0,0.12036401
2012/2013,2012-09-15,2,00:22:39.286,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,329c4fc6-db53-4f5b-b3f9-5f93a8054a02,108.6,28.9,15.911316727411348,21.03346381012393,0,0.12012102
2012/2013,2012-09-15,2,00:28:24.649,Barcelona,Lionel Andrés Messi Cuccittini,Other,0,Left Foot,Penalty,Normal,0,0,0,,108.2,40.1,11.800423721205943,37.44933147198404,1,0.76
2012/2013,2012-09-15,2,00:32:14.328,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,,115.1,40.4,4.916299421312748,78.22704172315079,1,0.57821625
2012/2013,2012-09-15,2,00:39:30.998,Barcelona,Xavier Hernández Creus,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,1370af95-4f1a-4b90-a0e5-bf4e05ed7b39,101.3,49.3,20.884922791334425,19.5976561485178,0,0.10774207
2012/2013,2012-09-15,2,00:45:12.602,Barcelona,David Villa Sánchez,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,a0a9426f-740f-44d7-be37-727f6f974e30,106.7,38.6,13.373481222179958,33.15907457728051,1,0.5022799
2012/2013,2012-12-16,1,00:22:21.083,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,90.9,33.2,29.883942176359525,14.86552703023939,0,0.03693896
2012/2013,2012-12-16,1,00:28:54.302,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,93fbfce7-605a-49d4-bf66-5e4a387f9c7b,95.5,36.5,24.748737341529164,18.189664939427253,0,0.08306939
2012/2013,2012-12-16,1,00:35:15.784,Barcelona,Adriano Correia Claro,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,eb27f687-7f2c-4489-9d40-6d6ee378ab08,99.4,56.3,26.268802789620995,13.738852805576276,1,0.018368047
2012/2013,2012-12-16,1,00:42:26.788,Barcelona,Jordi Alba Ramos,Regular Play,0,Right Foot,Open Play,Half Volley,1,0,0,bc977c04-3d5f-4a27-8d2c-02f7ef9cc341,110.5,27.3,15.860012610335465,17.882960869762897,0,0.040275633
