season,match_date,period,timestamp,team,player,play_pattern,under_pressure,body_part,type,technique,first_time,one_on_one,open_goal,key_pass_id,start_location_x,start_location_y,distance,angle,goal,statsbomb_xg
2009/2010,2010-03-06,1,00:41:48.932,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,100.4,47.0,20.812496246245903,20.59998369219188,1,0.11428698
2009/2010,2010-03-06,2,00:18:19.834,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Free Kick,Normal,0,0,0,,98.5,47.7,22.837250272307305,18.78985767661498,0,0.07904226
2009/2010,2010-03-06,2,00:20:33.096,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Half Volley,1,0,0,,114.5,37.2,6.1717096496837875,63.34126882362866,1,0.48911262
2009/2010,2010-03-06,2,00:22:14.900,Barcelona,Andrés Iniesta Luján,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,3ac9c689-984e-4483-862c-793ce69b6b7d,105.0,61.8,26.462048295625188,9.94720618734898,0,0.022322696
2009/2010,2010-03-06,2,00:23:07.201,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Head,Open Play,Normal,0,0,0,38e0bd8b-40f8-4999-bfc8-a08467af5b44,111.6,38.7,8.500000000000005,50.068863078706386,0,0.123059385
2009/2010,2010-03-06,2,00:23:35.263,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,0e981993-1cb3-4992-8e4a-0261842df783,104.4,40.8,15.620499351813303,28.694904379343463,0,0.25128385
2009/2010,2010-03-06,2,00:23:51.514,Barcelona,Xavier Hernández Creus,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,ef4d3f88-6c02-4b05-858d-632cff0e364c,101.4,51.2,21.711747972008148,18.09458185940459,0,0.04681435
2009/2010,2010-03-06,2,00:34:22.144,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,cd4bc095-a7c8-4ea8-b07a-33857c31b1a6,96.8,52.9,26.545244395183104,15.08355492543655,0,0.020468133
2009/2010,2010-03-06,2,00:35:45.762,Barcelona,Xavier Hernández Creus,From Throw In,0,Left Foot,Open Play,Normal,1,0,0,ec74268b-db15-4947-ae9c-ed08b35b94f1,103.5,51.4,20.05517389602992,18.86955434382863,0,0.05221456
2009/2010,2010-03-06,2,00:38:06.443,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Half Volley,0,0,0,,100.5,40.5,19.50640920313116,23.170127634959723,0,0.036104616
2009/2010,2010-03-06,2,00:40:07.880,Barcelona,Maxwell Scherrer Cabelino Andrade,From Throw In,0,Left Foot,Open Play,Half Volley,0,0,0,,103.4,29.4,19.695684806576285,19.649920331223626,0,0.04153499
2009/2010,2010-02-14,1,00:10:32.418,Barcelona,Lionel Andrés Messi Cuccittini,From Kick Off,0,Left Foot,Open Play,Normal,0,0,0,35b9e4a8-941c-42a8-995f-001ea84d2b16,97.2,39.4,22.807893370497855,19.888158378001734,0,0.029600307
2009/2010,2010-02-14,1,00:10:45.236,Barcelona,Zlatan Ibrahimović,From Kick Off,1,Right Foot,Open Play,Normal,0,0,0,add74737-5d85-41de-908e-ae5d25317525,106.1,44.1,14.492066795319436,29.81860872830604,0,0.060049172
2009/2010,2010-02-14,1,00:15:15.047,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,,96.6,52.3,26.43577122007225,15.330704418047857,0,0.01739524
2009/2010,2010-02-14,1,00:26:15.611,Barcelona,Zlatan Ibrahimović,From Corner,0,Right Foot,Open Play,Volley,1,0,0,,115.5,45.5,7.106335201775948,46.21887523513131,1,0.21391107
2009/2010,2010-02-14,1,00:30:48.787,Barcelona,Zlatan Ibrahimović,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,0bd1cdd6-b2ed-41e6-a858-d0d6fe53272a,106.2,47.5,15.706368135250107,25.574112776622595,0,0.045432452
2009/2010,2010-02-14,1,00:31:09.217,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,,100.9,45.5,19.876116320851008,21.954482493751723,0,0.042568237
2009/2010,2010-02-14,1,00:31:31.840,Barcelona,Zlatan Ibrahimović,From Corner,1,Head,Open Play,Normal,0,0,0,477a9ef3-ea8c-47cb-9928-56d4211f8623,114.1,44.8,7.60591874792257,48.43811806490179,0,0.07593556
2009/2010,2010-02-14,1,00:32:46.035,Barcelona,Zlatan Ibrahimović,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,1650043f-73fb-48c0-86ba-c96052440d98,105.2,26.7,19.89798984822336,17.308932717303,0,0.05680093
2009/2010,2010-02-14,1,00:33:30.967,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,2b3fae13-7ea9-47a0-a227-9a77db0f4230,95.8,44.8,24.671440979399645,18.089720676153718,0,0.041234374
2009/2010,2010-02-14,1,00:45:33.592,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Right Foot,Open Play,Normal,0,0,0,5719d085-586f-4d2d-b82c-b1b50421c15e,101.8,28.6,21.475567512873788,18.110023499900546,0,0.033357807
2009/2010,2010-02-14,2,00:09:05.033,Barcelona,Zlatan Ibrahimović,From Throw In,1,Right Foot,Open Play,Normal,0,0,0,8048c821-1c35-4acb-9eb3-d17af61a88e6,103.3,50.3,19.62090721653818,19.904270269455672,0,0.07231742
2009/2010,2010-02-14,2,00:32:55.511,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Head,Open Play,Normal,0,0,0,901e65d7-c5a9-4ca5-b6ed-9c7a5e8b9c40,104.3,37.2,15.947727110782905,27.789247483602708,0,0.061192196
2009/2010,2010-02-14,2,00:44:04.429,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,7b516f26-2e54-4201-9c12-ad73a0b5f31d,94.6,40.3,25.401771591761083,17.896519436551948,0,0.060779173
2009/2010,2010-02-27,1,00:09:01.070,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Head,Open Play,Normal,0,1,0,4eae7d91-b9ab-4a9e-8d20-6ad82b3a5a84,117.6,33.4,7.022819946431778,29.9518577964848,0,0.124391995
2009/2010,2010-02-27,1,00:13:38.824,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Left Foot,Open Play,Normal,0,0,0,,107.4,29.1,16.660432167263846,21.07493133143086,0,0.13234647
2009/2010,2010-02-27,1,00:17:00.489,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,fa51bbda-969c-4d7d-898a-cd3ed746a7e9,102.1,45.9,18.847280971004814,22.8867926132459,0,0.06339966
2009/2010,2010-02-27,1,00:18:53.539,Barcelona,Zlatan Ibrahimović,From Throw In,0,Left Foot,Open Play,Half Volley,0,0,0,24c75317-20e2-410b-a5bb-dc04fdbbc9df,97.5,34.6,23.138928237928393,19.113607532121662,0,0.065928735
2009/2010,2010-02-27,1,00:24:21.508,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,84.0,35.2,36.31859028101174,12.463238285565884,0,0.010171549
2009/2010,2010-02-27,1,00:25:04.104,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Head,Open Play,Normal,0,0,0,1f09fec9-c1b6-4101-9a9f-2b7a136d51ee,114.2,36.8,6.624198064671676,58.9999389616249,0,0.15951535
2009/2010,2010-02-27,1,00:28:07.500,Barcelona,Andrés Iniesta Luján,From Throw In,0,Right Foot,Open Play,Normal,1,0,0,2f3fe0c3-4d4c-4d28-b643-1b9bc89a859f,90.0,32.8,30.85190431723786,14.38375136554673,0,0.018628716
2009/2010,2010-02-27,1,00:29:50.042,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,908df76d-f12d-48e0-a2af-5996b3d9049a,110.9,51.1,14.353396810511438,20.96271398359409,0,0.06662211
2009/2010,2010-02-27,1,00:36:17.850,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Open Play,Backheel,1,0,0,8ec2dc61-7dcd-48df-94f2-2a520aa28e66,108.4,37.3,11.910079764636334,36.4045354055458,0,0.07463316
2009/2010,2010-02-27,1,00:40:14.398,Barcelona,Zlatan Ibrahimović,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,97001299-8349-4f35-8452-8df0686d9871,111.4,26.7,15.838244852255565,16.328101767322316,0,0.09863349
2009/2010,2010-02-27,1,00:42:36.188,Barcelona,Carles Puyol i Saforcada,From Free Kick,1,Head,Open Play,Normal,0,0,0,fc479a6f-3e8d-4955-b7fe-1eaa4edb8fda,113.3,45.2,8.481155581640987,43.78134726238147,0,0.075898774
2009/2010,2010-02-27,1,00:42:57.726,Barcelona,Sergio Busquets i Burgos,From Corner,0,Head,Open Play,Normal,0,0,0,6a387415-95b9-4425-ad1c-d168ab76986c,113.4,41.4,6.746851117373194,60.79084118654831,0,0.15583466
2009/2010,2010-02-27,1,00:45:17.783,Barcelona,Lionel Andrés Messi Cuccittini,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,17299e99-6044-41ac-b39f-3dcfd517ddc6,104.7,54.1,20.80624906127964,16.362006094833948,0,0.03420489
2009/2010,2010-02-27,1,00:46:15.927,Barcelona,Andrés Iniesta Luján,Regular Play,1,Right Foot,Open Play,Half Volley,1,0,0,,114.8,35.6,6.811754546370562,53.841814560191665,0,0.4923091
2009/2010,2010-02-27,2,00:06:48.521,Barcelona,Zlatan Ibrahimović,From Throw In,0,Head,Open Play,Normal,0,0,0,76ff0955-b9ca-4163-856c-cf9614cfedb7,115.6,31.5,9.571311299921241,24.96418577504298,0,0.08584801
2009/2010,2010-02-27,2,00:10:19.845,Barcelona,Andrés Iniesta Luján,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,f2737fd2-3dba-4012-a884-33186da637af,99.1,22.2,27.452686571627197,12.771193313077516,0,0.019564485
2009/2010,2010-02-27,2,00:14:11.319,Barcelona,Zlatan Ibrahimović,From Corner,0,Head,Open Play,Normal,0,0,0,50a5aaea-8ec2-4fc9-89e0-c0130d0ea5ea,112.7,36.6,8.052949770115292,50.08844171261752,0,0.10338713
2009/2010,2010-02-27,2,00:23:02.718,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,91daa6e0-de4d-4d70-bea3-afb9f1beaa5e,97.3,23.2,28.240573648564578,13.081379124688398,1,0.022814985
2009/2010,2010-02-27,2,00:30:24.844,Barcelona,Andrés Iniesta Luján,From Free Kick,0,Right Foot,Open Play,Half Volley,1,0,0,f83b48a0-c8b3-4085-a588-324f5c186961,111.9,49.7,12.637246535539298,24.272492099521195,0,0.2634046
2009/2010,2010-02-27,2,00:32:40.647,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Head,Open Play,Normal,0,0,0,4564b241-2d5a-487a-b207-811a0e463a37,114.5,38.9,5.608921464952064,70.64037929170776,0,0.2261275
2009/2010,2010-02-27,2,00:36:57.713,Barcelona,Lionel Andrés Messi Cuccittini,From Kick Off,0,Left Foot,Open Play,Normal,1,0,0,ee40f2f2-a353-4842-9b23-324a6c629e2e,98.1,46.2,22.760711763914596,19.237415519012238,0,0.076596476
2009/2010,2010-02-27,2,00:38:16.762,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,1,0,1,5ed3a2c9-43f2-4318-9844-1d73fe7f799a,113.4,39.0,6.675327707311449,61.590641478438364,1,0.8434019
2009/2010,2010-05-16,1,00:11:21.662,Barcelona,Seydou Kéita,From Throw In,0,Left Foot,Open Play,Normal,0,0,0,1d26a46f-8b8b-4626-8b51-f871161113b4,86.8,26.9,35.691035288990996,11.923088457180016,0,0.010791783
2009/2010,2010-05-16,1,00:13:19.149,Barcelona,Gnégnéri Yaya Touré,Regular Play,0,Right Foot,Open Play,Normal,0,0,0,98a9fcde-f78f-4252-94cf-f95071018655,87.9,28.4,34.1316568598713,12.59880204859035,0,0.017558597
2009/2010,2010-05-16,1,00:13:55.593,Barcelona,Bojan Krkíc Pérez,From Corner,0,Right Foot,Open Play,Normal,1,0,0,a7d15ea9-b211-4eab-91e5-635445afa002,106.1,40.1,13.900359707575921,32.10698371579663,0,0.08439696
2009/2010,2010-05-16,1,00:16:20.402,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,c69cbbe4-d5d4-43a4-8a5d-d7dc7c2da59e,97.1,48.4,24.392006887503133,17.558620995715298,0,0.036933076
2009/2010,2010-05-16,1,00:17:15.724,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,c5b64cb2-7179-4c09-91e9-966916058064,115.6,28.1,12.687395319765203,13.6478066139878,0,0.04596234
2009/2010,2010-05-16,1,00:18:48.388,Barcelona,Bojan Krkíc Pérez,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,b8a97531-1823-418f-95a0-933c534df1f5,102.4,21.5,25.534486483969083,12.482823717643779,0,0.022379518
2009/2010,2010-05-16,1,00:21:28.582,Barcelona,Gnégnéri Yaya Touré,Regular Play,1,Right Foot,Open Play,Normal,1,0,0,e91f5707-e459-4696-92de-24f7766016fe,98.4,42.0,21.692394980729993,20.814192202125536,0,0.05879347
2009/2010,2010-05-16,1,00:21:31.042,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,,107.6,44.2,13.091982279242519,32.55223294332995,0,0.48642245
2009/2010,2010-05-16,1,00:30:59.938,Barcelona,Pedro Eliezer Rodríguez Ledesma,From Corner,0,Right Foot,Open Play,Normal,0,1,0,ee21135d-549f-4f93-a9d1-e28345df795d,109.1,51.6,15.917600321656533,20.17126106075555,1,0.23076491
2009/2010,2010-05-16,1,00:34:53.384,Barcelona,Bojan Krkíc Pérez,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,75536aa4-f3ff-414e-bc33-f98df806aafc,105.1,22.4,23.060138768012656,13.013194531659533,0,0.02350004
2009/2010,2010-05-16,1,00:44:43.916,Barcelona,Bojan Krkíc Pérez,From Free Kick,0,Right Foot,Open Play,Normal,0,0,0,381f1ed9-9270-4d79-94c3-04ee4f7456f9,97.7,23.5,27.740583988085035,13.319491375372124,0,0.022237461
2009/2010,2010-05-16,2,00:16:44.314,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,f5f91cf2-a1bd-4d4f-a815-ed4bdd942452,112.8,37.0,7.8000000000000025,52.10023324785607,1,0.55753595
2009/2010,2010-05-16,2,00:30:53.886,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,8c18895c-db09-4bea-ad1c-336f9a14a4a4,105.1,35.9,15.453802121160997,28.14504190080689,1,0.428219
2009/2010,2010-05-16,2,00:34:53.754,Barcelona,Zlatan Ibrahimović,From Free Kick,0,Right Foot,Open Play,Volley,1,0,0,baded122-89b0-438f-84d5-191ffc104fdf,114.2,42.0,6.135144660071184,64.99662796864787,0,0.3753873
2009/2010,2010-04-03,1,00:04:13.055,Barcelona,Jeffren Isaac Suárez Bermúdez,From Goal Kick,0,Right Foot,Open Play,Normal,0,0,0,,102.5,51.1,20.723416706711276,18.706404215144484,0,0.035442993
2009/2010,2010-04-03,1,00:10:21.904,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,32628e7b-fd16-4f39-81eb-ad8c1df35f87,91.2,39.2,28.811108968590567,15.802513953935541,0,0.022853224
2009/2010,2010-04-03,1,00:11:30.093,Barcelona,Maxwell Scherrer Cabelino Andrade,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,c52b444f-3263-4312-aaac-d18293547e9f,96.0,40.1,24.000208332429118,18.924330528921917,0,0.059813086
2009/2010,2010-04-03,1,00:19:41.884,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,ed188578-982a-474f-b983-449a4345316d,104.2,29.5,18.970766985021978,20.181378128255158,0,0.04525054
2009/2010,2010-04-03,1,00:20:49.875,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,433c3e02-2f13-4c73-91f6-cbeb3ddab7a3,116.3,41.1,3.8600518131237593,92.1282556843304,0,0.57511073
2009/2010,2010-04-03,1,00:26:26.634,Barcelona,Jeffren Isaac Suárez Bermúdez,Regular Play,0,Right Foot,Open Play,Normal,1,0,1,08e62dbb-b388-42ed-95ca-5018755a0bce,117.4,44.6,5.283937925449161,60.18397331804265,1,0.7342951
2009/2010,2010-04-03,1,00:30:57.903,Barcelona,Dmytro Chygrynskiy,From Corner,1,Head,Open Play,Normal,0,0,0,de3cb4b5-7332-467a-bc74-563e47126f0a,114.0,37.1,6.664082832618454,59.3797709138994,0,0.11161293
2009/2010,2010-04-03,1,00:37:21.811,Barcelona,Bojan Krkíc Pérez,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,37e63131-6546-453d-8ca3-3b4637501786,113.1,55.2,16.692812824685962,11.868867321835992,0,0.033746798
2009/2010,2010-04-03,1,00:39:50.844,Barcelona,Bojan Krkíc Pérez,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,88ae2a6e-fe46-4dc2-8763-4d10e32a02d1,108.5,36.3,12.080562900792332,35.29922216496655,1,0.47435084
2009/2010,2010-04-03,1,00:43:32.183,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,1ce2f0bd-c82b-4d1e-931f-f9cdc17e74d3,103.0,48.3,18.917980864775185,21.692106812133716,0,0.04441712
2009/2010,2010-04-03,2,00:10:36.209,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,8576bb6b-ba2f-41b1-b441-8a3f941f4ded,110.4,36.6,10.184301645179206,41.20256801366717,0,0.41236746
2009/2010,2010-04-03,2,00:13:16.488,Barcelona,Bojan Krkíc Pérez,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,9358c3f7-d92d-4861-b2cd-b6908e8ff917,103.3,33.7,17.848809484108457,23.82319044385102,1,0.097936906
2009/2010,2010-04-03,2,00:21:58.978,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,879f443f-d01f-4452-8b20-3703510ac682,112.3,43.9,8.631338250816036,46.478580237143525,1,0.44826093
2009/2010,2010-04-03,2,00:35:25.588,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,96.0,34.8,24.556872765073326,18.111088195209078,0,0.07568317
2009/2010,2010-04-03,2,00:35:43.942,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Open Play,Half Volley,1,0,0,3f84bcda-081c-47b9-87a0-918e626f3e59,105.1,46.9,16.42010962204577,25.17326547190421,0,0.0966364
2009/2010,2010-04-03,2,00:36:12.877,Barcelona,Jonathan dos Santos Ramírez,From Corner,0,Right Foot,Open Play,Normal,0,0,0,e63d2ffb-15ee-499e-8556-8d8c177fd78f,88.1,47.6,32.79283458318296,13.544366920790896,0,0.025852248
2009/2010,2010-02-06,1,00:03:23.250,Barcelona,Lionel Andrés Messi Cuccittini,From Goal Kick,1,Left Foot,Open Play,Normal,0,0,0,ead3eb33-1f37-403e-aeef-653334a31241,98.1,53.8,25.885324027332558,14.995735943139639,0,0.037485447
2009/2010,2010-02-06,1,00:05:34.038,Barcelona,Xavier Hernández Creus,From Keeper,0,Right Foot,Open Play,Normal,0,0,0,09656650-5819-486c-8b30-7954fc41caa5,89.7,35.7,30.603594560116623,14.751834153274679,0,0.01657722
2009/2010,2010-02-06,1,00:06:02.451,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Left Foot,Open Play,Normal,1,0,0,447eed88-aa33-4e7d-820c-db1f6626b10a,95.3,38.1,24.77296913977007,18.293918656335986,1,0.032129537
2009/2010,2010-02-06,1,00:15:18.072,Barcelona,Zlatan Ibrahimović,From Counter,0,Right Foot,Open Play,Normal,0,0,0,498491c7-24dc-4252-9523-34b9cc2d457c,104.5,28.6,19.240841977418764,19.293864881080655,0,0.053598445
2009/2010,2010-02-06,1,00:15:28.921,Barcelona,Lionel Andrés Messi Cuccittini,From Counter,0,Left Foot,Open Play,Normal,0,0,0,,109.9,44.2,10.93846424321074,37.938074176632824,0,0.08546688
2009/2010,2010-02-06,1,00:18:05.997,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,de9c80ce-7a23-4d9d-bc14-3bf8e0968586,107.4,47.2,14.512063946937385,27.383506638766622,0,0.2455222
2009/2010,2010-02-06,1,00:39:45.998,Barcelona,Xavier Hernández Creus,Regular Play,0,Head,Open Play,Normal,0,1,0,a8f65059-12b5-4ece-8559-9e1155af17a5,114.3,47.0,9.027181176868005,34.84908984704723,0,0.15552121
2009/2010,2010-02-06,1,00:42:46.559,Barcelona,Zlatan Ibrahimović,From Throw In,0,Right Foot,Open Play,Normal,0,0,0,b702c7c4-3173-4307-a57e-2239a69ece61,108.8,53.6,17.618172436436193,16.927513064147032,0,0.1931485
2009/2010,2010-02-06,1,00:43:28.568,Barcelona,Lionel Andrés Messi Cuccittini,From Corner,0,Left Foot,Open Play,Normal,0,0,0,73d6c060-4411-46b0-ae6c-de1e7b286f40,99.6,55.7,25.741989045137913,14.164386771615689,0,0.017869707
2009/2010,2010-02-06,2,00:06:49.707,Barcelona,Seydou Kéita,From Throw In,1,Left Foot,Open Play,Normal,0,0,0,2333fbd3-68d2-490e-82e7-26eb6a9f4c5f,103.4,20.3,25.761405241174245,11.587821751721057,0,0.0196377
2009/2010,2010-02-06,2,00:11:07.007,Barcelona,Andrés Iniesta Luján,From Free Kick,1,Right Foot,Open Play,Normal,0,0,0,,98.8,34.6,21.87692848642149,20.13411984458929,0,0.06647666
2009/2010,2010-02-06,2,00:13:35.407,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,2fee284a-7594-498f-9faa-d5a9536e8f8f,111.3,32.1,11.751595636338072,29.684202707487422,0,0.29089162
2009/2010,2010-02-06,2,00:21:29.812,Barcelona,Xavier Hernández Creus,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,22eaa8ab-e44f-442a-ac94-795e046770ab,111.5,47.8,11.536463929644992,30.145871200644926,1,0.60256064
2009/2010,2010-02-06,2,00:35:56.703,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Left Foot,Open Play,Normal,0,0,0,745592bf-dd66-40e1-9655-7c832f2ceb1f,98.3,57.2,27.68988985171303,13.020309989856457,0,0.020987663
2009/2010,2010-02-06,2,00:40:33.894,Barcelona,Seydou Kéita,Regular Play,0,Left Foot,Open Play,Normal,1,0,0,d5f24eb8-cf4a-42f0-8999-61d1a5f5456a,107.9,29.6,15.955249919697273,22.084900301034626,0,0.21109003
2009/2010,2010-02-06,2,00:49:11.825,Barcelona,Lionel Andrés Messi Cuccittini,From Kick Off,0,Left Foot,Open Play,Normal,0,0,0,,100.1,52.2,23.342022191746803,16.75339901891904,0,0.053527292
2009/2010,2010-05-01,1,00:01:54.600,Barcelona,Xavier Hernández Creus,Regular Play,0,Right Foot,Open Play,Normal,1,0,0,44420b45-1668-4eb8-acee-2023edae39df,102.9,47.3,18.593009439033793,22.5346695796939,0,0.066315755
2009/2010,2010-05-01,1,00:06:03.580,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Lob,0,0,0,e3fd96dc-b1b4-4a5a-9a60-e47736fa9b5f,97.9,43.2,22.330472453577862,20.118337776450392,0,0.041996248
2009/2010,2010-05-01,1,00:06:32.427,Barcelona,Carles Puyol i Saforcada,From Corner,1,Head,Open Play,Normal,0,0,0,55bb9de5-06ad-4dfc-bafd-baa1c6741194,110.6,40.9,9.442986815621428,45.78387258580081,0,0.046412893
2009/2010,2010-05-01,1,00:11:34.551,Barcelona,Xavier Hernández Creus,Regular Play,1,Right Foot,Open Play,Normal,0,0,0,e6b020b3-03d1-4b9b-b3b0-3037f408e7bc,91.4,49.1,30.012830589599506,14.49896326410281,0,0.023426253
2009/2010,2010-05-01,1,00:18:10.649,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,656f0bfe-e990-43ef-98f6-6935a2e873aa,112.5,28.0,14.150971698084906,18.037554847860836,1,0.06631183
2009/2010,2010-05-01,1,00:33:23.271,Barcelona,Xavier Hernández Creus,From Free Kick,0,Right Foot,Free Kick,Normal,0,0,0,,91.3,42.9,28.846143589741768,15.713313940116166,1,0.10054341
2009/2010,2010-05-01,1,00:37:34.891,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,1,Left Foot,Open Play,Normal,0,0,0,ced666f0-c046-4310-a58e-947c90950d9f,110.5,27.9,15.383757668398188,19.004797809180264,0,0.05293656
2009/2010,2010-05-01,1,00:40:30.195,Barcelona,Daniel Alves da Silva,From Free Kick,0,Right Foot,Open Play,Normal,1,0,0,ea97d555-823f-4c41-b1f5-900d90da67d7,90.0,49.8,31.56010139400696,13.760244818761969,0,0.015752656
2009/2010,2010-05-01,1,00:41:31.899,Barcelona,Bojan Krkíc Pérez,From Counter,0,Right Foot,Open Play,Normal,0,1,0,a9816f63-6d0b-4f06-a4e9-0d80bf342d85,110.5,48.3,12.615070352558481,27.96601020056081,1,0.37502122
2009/2010,2010-05-01,2,00:26:06.813,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Left Foot,Open Play,Normal,0,0,0,b5fd6d9d-19c7-4a20-a975-35d32d7d1563,98.9,41.4,21.146394491733094,21.379991111260104,0,0.14141698
2009/2010,2010-05-01,2,00:33:48.068,Barcelona,Pedro Eliezer Rodríguez Ledesma,Regular Play,0,Left Foot,Open Play,Normal,0,0,0,7a88aa64-c296-445f-812f-650253e225d2,97.4,55.2,27.236005580848303,13.98793964450211,0,0.040002692
2009/2010,2010-05-01,2,00:39:08.151,Barcelona,Bojan Krkíc Pérez,From Throw In,0,Right Foot,Open Play,Normal,1,0,0,1becf2bf-2b85-450e-a6b9-95191620034c,109.5,50.0,14.5,23.38522105721374,0,0.34120914
2009/2010,2010-05-01,2,00:42:46.765,Barcelona,Lionel Andrés Messi Cuccittini,Regular Play,0,Left Foot,Open Play,Lob,0,0,0,decbdb65-dbf4-4273-9cce-7fffb9487b25,111.5,41.2,8.584287972802404,49.689314438259075,1,0.3449628
2009/2010,2010-05-04,1,00:16:12.084,Barcelona,Zlatan Ibrahimović,From Free Kick,1,Head,Open Play,Normal,0,0,0,e59d17e5-1526-4b79-bc36-7db922348836,112.3,35.0,9.180958555619345,42.051579342999446,0,0.059563573
2009/2010,2010-05-04,1,00:16:13.796,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,1,Right Foot,Open Play,Half Volley,1,0,0,,118.5,44.5,4.743416490252569,61.55707137563666,1,0.4782021
2009/2010,2010-05-04,1,00:20:53.126,Barcelona,Lionel Andrés Messi Cuccittini,From Free Kick,0,Left Foot,Open Play,Normal,0,0,0,25d989a8-3835-4f7b-8876-d863afd720ff,94.7,48.9,26.81976882823563,16.055085691844038,0,0.02375931
